country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,62500,48200,36300,116600,67400,21200,56000,24500,20500,13600,17600,32800,17900,30200,20600,18200,16600,8000,6000,28900,20400,13000,38000,8500,6500,11200,20500,10000,3500,7700,6400,9000,8200,14000,2300,2400,1200,2500,2000,2300,9000,12900,13800,10700,12100,8625,8550,5500,5135,4387,4979,16000,15750,15000,16500,13750,13750,8750
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,278700,285400,280300,251500,284700,252700,295000,258100,291900,314600,372500,382000,449500,552000,639500,725000,666900,818600,813400,946700,982600,1073900,1188200,1617800,1629500,1543000,1710000,1561800,1643800,1702500,1792900,1742087,1634200,1467378,1421600,1350494,1179575,1378940,1313300,1261600,1125700,1190326,1020800,1156620,1214054,1282043,1225282,1236697,1049200,990700,949480,940234,875552,846142,955131,988285,984281,1010328
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,1976300,1726200,1758900,1202800,1234000,1104900,1032300,1020500,812100,572500,502800,324800,216300,233100,220900,210300,205800,326000,406400,385300,383000,389700,379400,395500,377600,344400,352900,399000,371400,345900,281600,285800,283400,224800,218200,233200,193100,143600,205300,214300,206400,217200,198500,198600,183400,174200,194600,217200,179200,160900,171500,172400,182800,169700,176900,170400,184800,174700
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,61700,35700,23000,97156,94800,22800,48400,19729,42480,5537,26220,34013,5886,40189,11767,13228,12040,15610,4753,38129,19198,19658,28200,11872,19681,9004,33048,44850,20571,42406,39935,68878,31798,27353,31727,29171,29428,27392,4940,12070,17329,56772,25821,20980,31793,18438,13518,10328,17062,10659,29285,32050,40915,38873,40486,37929,41200,35173
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8510800,7148500,5496900,2208100,2695800,2583000,1093280,2264900,1663650,2243770,2208920,2153930,1387930,1527500,1952880,2441190,2058550,2518610,1312810,2593109,1490696,2539034,2411817,2675174,3231268,3305224,3971266
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,13513,10000,20000,19508,13107,14428,6385,11810,11274,16280,18400,16574,31448,31000,32385,36250,46191,34554,75000,60000,56812,63508,47966,12000,12000,15000,20000,25000,44172,42138,43470,45000,39210,38799,37133,37088,51090,23079,42922,45111,112679,92926,26645,39188,41208,81085,45000,44597,42147,64219,65235,72726,57671,65402,51396,63338,77000,78089
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","",3,5,8,10,17,11,6,25,26,18,122,205,193,402,480,750,740,1235,1219,1450,1669,1720,1200,869,40,358,216,659,1277,1188,1784,2178,2079,2331,2113,1945,1907,2269,1988,2000,1786,2306,1831,3897,5141,6025,5482,2592,2296,2243,2338
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",620500,509600,309600,158900,166400,151628,161708,179850,150209,139949,149315,197878,233400,213511,203974,227236,210600,289670,231500,233793,212745,309926,197084,370191,415266,424412,429306
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",433500,455500,481100,284000,371500,359800,321700,232600,261100,231100,262400,246600,283500,365800,307000,350500,307100,265400,228400,236700,248600,232600,418800,385100,283200,240900,306300
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,12000,13100,10000,15000,12600,12723,15746,11567,6750,5878,6308,7554,6511,13069,14000,13000,8000,8000,5000,7000,6000,6000,6000,5000,9000,13000,16763,16988,18010,20238,19296,21103,20000,20185,33410,28423,26043,15000,13900,9400,8100,17100,25000,23800,29000,31800,33100,29000,29700,22110,30000,35000,35000,33000,35689,48790,30000,31446
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,3271,2800,2400,2000,1800,1600,1300,1000,827,573,351,350,350,350,350,350,400,400,400,400,400,400,400,400,500,500,500,500,300,100,500,505,488,412,400,500,404,300,200,222,318,337,344,324,360,330,450,410,720,671,550,504,502,472,432,469,458,453
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,72000,87900,91500,88000,95982,99058,109964,98421,123955,52807,32127,116395,204514,144872,191775,196364,59204,196476,100000,71000,120620,99600,203000,87000,80000,90000,99700,119000,134048,141476,125000,90000,50000,40000,23000,28200,42100,65000,75000,85000,85000,85000,85000,85000,100000,100000,100000,100000,101000,102000,98130,97054,97000,95000,91475,94492,93656,93208
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",955100,1207900,1090500,891500,1176600,1193500,1104300,741600,859600,776200,871100,899800,859800,948300,743800,1013700,970400,858200,550000,759800,741900,685700,1018500,811500,545191,519732,619538
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53533,53566,51823,55330,52761,52853,50061,44640,52816,54398,43003,38452,37900,42485,45962,44382,33995,34951,34662
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",127350,103454,149424,152449,97792,119950,141879,126574,110145,91500,128430,83245,149963,136891,135053,106635,162779,146372,126315,129509,90384,125565,153055,101677,144832,93666,130028
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,1900,1906,2180,1901,2175,1914,2159,1925,1693,1481,1485,1676,1541,1721,1961,2220,2638,2493,3012,3218,3968,3823,3696,4000,4000,3800,3800,3900,3500,4001,1800,1700,1500,1300,1100,2800,1507,1700,1900,2158,2200,2000,2200,2300,2200,2000,2200,2000,2100,2131,2129,2099,2109,2164,2180,2163,2174,2186
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,200,200,200,210,200,200,200,220,220,220,220,200,150,160,170,180,200,150,200,220,300,310,320,340,350,350,370,380,390,410,420,400,300,353,390,371,300,500,680,680,1000,800,1130,"","","","","","",1333,1343,1359,1378,1430,1400,1430,1459,1535
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,174132,151115,185616,170564,193235,220063,203373,252706,212477,237563,270332,310073,392360,250391,440254,549226,417785,505274,367545,529858,550781,423505,557413,619026,536182,512339,617867,370498,435035,491941,580196,549966,540529,307266,486636,585754,470671,410766,454133,712619,762156,736629,1084600,931500,760691,869297,653074,781179,518850,672367,487448,1031533,594437,845707,734832,978349,1008158,1008642
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",405195,481030,325320,337609,140951,288633,215882,182559,133031,230942,220475,56583,268297,211954,200108,115237,353124,261430,208405,193983,117864,218571,220606,178827,255707,248843,175296
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,11000,17000,12000,11400,8600,8900,11200,6000,4100,9000,20200,17300,47900,34100,64100,53700,50500,48600,55000,35200,32800,67600,88800,87400,132400,145800,101978,100230,112000,88900,48000,35000,22300,6100,4200,4127,2082,2414,1434,1672,1800,1797,1935,1800,2000,8282,3908,1394,1844,4320,4362,5925,4407,8473,2443,6483,1694,2355
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1966,248,604,598,542,1123,953,1182,1147,952,1068,1073,1082
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,571680,1422000,1751771,1401705,1431565,703500,1520000,3212000,2042000,1955200,2573900,2467890,1256600,2389000,1587000,2862000,1347000,2328000,1888000,2209670,1039000,2333760,1227870,1405000,2541400,3563000,1543300,3454030,2998620,2137640,3252520,1080690,1026830,3719910,607690,3831130,1324240,1970000,1473980,466810,1155240,1668980,2620390,2760340,1102130,2535080,762550,1353240,3769500,2566450,2317611,1201388,2722622,1638086,3396992,619919,2466462,2851022
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","",453,324,234,83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,18000,20000,22000,24000,26000,28000,28000,22600,23400,24400,25301,25459,24815,25626,25599,24667,20595,22450,22690,23290,23030,23320,21160,22270,23460,23430,24670,24290,27020,27390,27840,27640,27610,29000,30000,41340,38660,36950,31898,30817,30488,30790,31711,30670,29341,27786,28293,28082,23224,27587,30240,34830,33782,34824,37354,32801,30510,30510
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,385077,430996,386835,375753,372764,416450,446679,389478,389393,334300,373111,339712,382651,314991,335924,263397,286554,355050,287750,257791,248531,247400,176920,191747,197387,262191,261847,302290,250712,219000,237921,204024,253000,227600,202500,234800,268290,214500,365000,287800,386800,315300,349067,287600,307100,268700,260000,310200,309619,204444,204702,205912,208084,196925,229233,236231,204316,253423
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,77467,80760,95293,131000,105920,114080,134014,219339,232560,174443,259320,335484,285261,241569,262881,285495,272096,258690,263580,228347,271446,355787,346410,571010,644369,556200,400645,356055,326850,434856,382043,318787,389523,395476,302804,367181,411000,340000,304000,302000,365000,440883,371837,226082,302023,277020,355627,408730,435270,308298,367958,438789,416478,405747,437144,364186,297599,379704
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,200000,200000,210000,200000,180000,150000,130000,120000,110000,120000,130000,112000,145000,150000,140000,140000,140000,160000,170000,150000,145000,150000,140000,150000,150000,150000,150000,150000,150000,150000,145000,130000,120000,210000,180000,160000,140000,90000,55000,29000,69638,69000,69000,64000,74000,77000,75000,65000,63000,80000,55000,29000,30300,12000,11000,16200,21000,22000
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,427700,342700,463000,480000,484900,405104,485459,621255,485614,580475,568877,521547,534711,649109,444648,486186,630167,668251,649154,651000,607400,623300,569300,648900,634500,546248,566500,541834,613800,739621,662900,488000,630700,524400,546800,681700,663100,619400,623600,573500,623700,592900,584800,630500,589300,537600,485300,558200,473000,541200,494600,573200,515300,527400,510700,634800,574100,400000
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3700,3327,3224,3417,3500,2040,2163,2871,3000,3089,2161,2313,1695,1695,1661
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,120000,116000,124000,111000,118000,83000,88000,108000,97000,103637,91000,103000,108900,139500,137066,130054,123552,120606,129300,118100,175500,157500,185300,139500,131600,133700,108000,111800,122500,131300,142000,139900,158300,145700,164000,174400,150000,174100,137400,117500,98900,99800,99600,97600,91700,87500,92700,87400,81500,71400,71200,65700,67191,66451,62744,60549,58060,55131
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14000,24901,20446,14213,15726,2804,13883,12609,21879,21448,14672,22217,13895,14957,9740,9800,8700,5770,8290,16380,16380,22800,19700,15528,14961
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,216872,199526,196380,182894,178951,154238,172447,145855,163665,169955,158818,163020,155284,150897,148759,149517,146199,129510,131444,97870,114504,110243,87809,102803,124110,118138,110226,128584,125603,71638,117074,68816,112499,129843,131193,152939,137812,165813,169768,185577,177671,198032,193717,177169,193085,191627,177479,185981,213279,216193,201218,214489,224533,226310,227168,204497,202974,207215
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,1339000,1315000,1479000,1261000,1445000,1398000,1394000,1478000,1947600,2148900,2450600,2750000,3158700,3908500,3638400,3617324,3396333,3635482,3730772,3419702,3539515,3647133,3261618,3554994,4085942,4411842,4334611,3804241,3908673,4217418,4257098,2818788,3254717,2685786,3278613,3436598,3866103,3611680,3401107,2783359,3330484,3369850,2831485,3570787,3581156,3161041,4008096,3619460,3983900,3397171,3325900,4180200,2933579,3274826,2960662,3441090,3793032,3048273
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,52051,72100,61167,45531,72013,49700,74200,94300,54800,54400,85000,62600,56800,74700,86700,117059,39597,44094,41150,53910,40815,51478,54294,91184,65311,89722,79548,50821,84437,78532,124104,63000,98500,96213,53058,69950,28792,26203,29304,36353,12597,20022,13028,26248,26271,105552,80718,99827,72799,30620,21000,21151,32949,37914,44402,46615,55261,49584
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","",147,203,190,216,245,418,316,360,410,513,605,1113,713,954,1399,1847,2814,3061,3087,2390,3373,3416,4977,3462,3719,4243,4713,4752,4610,4142,3890,3885,5107,3082,4890,4890,3000,1500,733,709,535,567,601,706,876,672,592,237
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,468100,419300,351300,348400,485410,482900,530800,589566,543708,513491,788900,838500,729700,916500,951915,1230500,1858637,2306788,2043459,2348700,2570766,3051955,2192538,2447700,1763100,2220000,2401500,3202300,3436300,2679558,2950698,1677956,1552793,2133563,1816267,1107547,1889343,1238001,1018586,867018,1580048,1160387,540849,1405996,1079148,772929,531420,1209411,1182062,1311035,1329692,986361,1542247,1712509,1626330,1817269,1906703,1870710
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26988750,26843080,27054390,15786300,15913059,20752192,9764918,10576009,14038791,19477550,18678410,17926418,17087555,15683785,18036511,15559075,23148450,17880760,8350023,16938002,13951676,15388704,20444258,17546155,17967161,20628955,16991907
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,307,275,380,939,1100,860,2197,163,288,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","",""
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,9000,9200,9500,9800,10200,10700,28025,11200,14000,16000,8678,9318,11077,15391,16710,12049,13524,14845,13122,5461,6011,4508,1851,2157,4393,120519,154337,285439,335278,372291,406773,416647,1420745,2010500,793798,500000,315194,250000,192000,118492,230527,137679,138055,67357,47443,31000,28000,24210,20443,16391,15516,13647,11267,596355,677964,648620,637612,624702
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",275640,258998,344141,302527,244268,279206,278367,362205,323283,362205,395501,305493,410138
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",822749,873860,794182,718063,868538,874953,723663,396748,613295,695017,804200,915903,739311,641768,659621,891317,675475,361390,525001,470482,446049,675853,668644,584602,545285,486898
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26559,26378,44250,44018,40626,38834,43407,41454,37756,44490,48135,39733,59729,61239,61623,67904,76788,70793,80120,79386,84727,69303,89700,93174,91653,97929,88057
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,36000,43000,37000,47000,35000,38000,51000,37000,20000,33000,32000,33000,32000,63000,69000,73000,106000,135000,141000,60000,106000,110000,154000,173000,256000,199000,280000,126000,266000,262000,170000,269000,233000,275000,300000,176000,182000,215160,90800,142390,141100,183770,240000,185000,225000,236000,222500,192000,216000,194000,312000,298000,267500,302000,332000,355000,307000,421500
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,1662000,1546000,1035000,1704000,2027000,2267000,2153000,2333000,2314000,2210000,2097000,2222000,2004000,1927000,2361000,2443000,1130000,1847000,2055000,1100000,1158000,1059000,1158000,1130000,792692,628544,717139,779853,716397,577975,339570,314673,319207,231547,281712,287957,188017,184395,234870,161052,268908,212040,158300,177042,192807,147992,168891,170053,148624,81216,75520,57217,60461,88273,76003,73893,74853,102702
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,1743700,2161952,2070700,1926900,1891447,2006300,2575765,3440975,3877300,3103200,4784700,4358300,4402200,5404000,6728000,5472900,6766000,8068307,6251700,8705000,4757600,5269800,6662000,10789100,10698287,7431014,9836230,12070000,9393900,9382100,9262486,6105000,9700797,7415500,5046600,10697000,8549540,10895300,7434300,11063008,6249139,8362328,8698400,10639817,4626059,8136389,11945319,11261100,7295934,8154392,8287073,5956300,10005000,6983109,6705106,9176159,5785944,9129535
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,944580,925720,1155350,1374600,1436700,1407700,1563950,1776400,1575180,1903650,2028980,1849950,1736350,2356150,1902830,1825550,1966070,2434420,2345530,2171940,2451660,2378190,2026370,2732940,2309170,2327000,1907400,1878700,1870000,2122600,1935300,1261000,1670500,1660900,1792700,2113400,2086300,1686900,1852500,1615400,1623000,1757200,1528400,1691900,1592900,1110600,1439000,1671600,1680900,1232300,1409100,1701700,1940100,1574200,1672300,1530400,1635200,1094400
