country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Hong Kong,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197570.svg,29891,19428,14500,12060,20800,16630,12196,17707,19082,16239,10650,7822,7000,3080,3540,3450,1380,350,100,70,30,20,12,24,15,11,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,38182,36355,48104,34888,21423,30955,43094,41119,50058,44639,67306,61420,68711,55782,68543,32269,35491,23313,41146,23906,39202,48390,46869,33097,38061,46530,39733,47404,28434,39356,20426,15041,12851,15059,13300,7009,7303,7647,7487,11255,7707,9768,11194,9595,9441,7801,9916,9985,11722,5893,9075,11270,8640,7910,9412,10767,12303,11971
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,53494496,49825552,55497008,58962000,45883504,45657008,56418304,59641808,60644544,63337808,64602000,58867952,66077008,59650000,73352000,63051904,79005600,80608496,63475696,80312000,79883008,70771696,90048000,87552800,95817696,90779408,85338704,106368800,110310608,111517408,112042000,109001200,120400000,122640000,115440000,122500000,123700000,129055000,134495904,127464896,139900000,107730304,132789000,124697104,137690096,139136992,144570000,148036000,135672992,143963008,157900000,157800000,159200000,157200000,156540000,163700000,168500000,172580000
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,12084000,13004000,11595000,12306000,12975000,13650000,13222000,17162800,18020200,19331000,20190000,19393600,21489500,22473008,22339200,23300944,23347136,25771600,26282656,29651904,32774176,33583696,35303008,38136448,39032944,39726768,40078192,41676176,44725584,45178752,44688240,48240008,48181088,46641500,49744140,51101504,49377056,49236700,50866388,51898000,50460800,51489696,52137600,54088468,54151096,54454936,57157436,60251072,64398888,66469392,65756904,69056128,71279712,70846465,75397841,79354767,81148594,83037000
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,600000,851000,861000,923000,1022000,1098000,960000,980000,1020000,1056000,1046000,1200000,1334000,1313000,1430000,1566300,1399750,1527311,1248160,1310550,1623669,1605152,1215581,1483976,1776085,1783930,1803282,1418324,1854012,1981019,2356593,2360138,2280764,2258969,2300901,2684767,2350124,2770574,2348241,1972505,1990223,2887541,2931138,2542443,2736843,2612175,2664237,2070003,2137006,2489999,1893013,2360000,2449995,2347291,2347701,2921046,2010000,1990000
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,68453,113100,143216,184350,178434,182087,314921,353500,318000,180200,306700,268000,156620,69290,60540,163360,199240,172000,157800,166900,162200,163400,110500,108700,148900,141200,195900,140600,231800,228800,189103,180000,206000,383000,315000,270000,244000,300000,180000,60000,128000,250000,90000,250000,309000,363000,393000,248157,173074,155829,235118,361339,451849,403028,109209,181320,265852,274788
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,699800,663000,564300,624000,508900,621000,744700,648100,861900,818500,892300,751000,1027300,1025700,991500,884700,682400,947200,1107200,967700,893300,1007800,1021300,1008800,1122700,1137200,1064300,1093300,1245900,1290700,1235600,1271581,1305100,1360520,1320850,1424000,1442419,1393524,1427100,1229767,1272952,1371100,1402350,1523436,1412957,1419129,1540087,1388900,1620400,1516400,1490150,1601478,1433111,1386100,1518229,1587346,1598027,1512241
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,4877,5080,5588,2743,2439,1390,737,601,711,610,486,161,244,290,2661,1984,1311,2409,1217,2389,1860,1536,3387,5364,4260,2471,2257,1731,516,220,562,506,269,253,158,30,29,30,31,12,33,10,14,10,3,2,65,100,150,264,235,301,42,22,18,14,1,0
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,16160440,16927100,16648830,16356100,16126060,16564000,18782000,18779010,18200000,16493000,14148000,15450500,15778000,15964000,17097010,15228000,17006000,15736000,14948000,12189000,12824000,12838000,12958000,14848000,14578000,14559000,13284000,12419000,12934000,13124000,12005000,13216000,9793000,14976000,13435000,12930000,12531000,11200000,11468800,11863000,11320000,11111000,9740000,10912000,11342000,10695000,10893000,11028750,10592000,10604000,10500000,10654000,10758000,10549000,9986000,10055000,9780000,9727500
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",467000,403000,283000,184450,226240,255350,236070,199300,214300,198700,199089,273340,275849,284570,288780,294350,254710,306960,373150,346758,350831,344305,377041,422225,447830,489485,482945
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,14530,15200,13000,13200,14100,16600,15938,18747,22700,28500,30000,34943,36128,33210,32113,40425,41415,42526,37466,38415,37207,41207,44554,50462,38709,45662,45000,50000,56680,41088,50500,44203,47000,47000,44000,50620,41075,41829,52711,52349,45000,45000,40502,49295,62677,64840,47256,21881,42202,85536,111229,138204,125256,112263,116473,101510,101866,110325
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2800,2400,3900,6700,9200,11700,11023,15066,18991,16557,20811,18342,18344,17067,18713,17269,17700,20710,20861,19432,23069,27220,28230,30208,34847,38180,40783
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,540000,510000,520000,735000,740000,754000,811000,771000,895503,903231,811284,816830,883510,904714,910000,660938,692700,723800,866940,1053097,1154665,1092350,1100587,1321096,1395177,1449301,1207156,1003389,1404100,1491495,1223830,1502361,1250630,1577023,1417829,1413500,1660000,1674500,2102815,2201700,2334700,2416500,2375100,2529000,2568000,2663700,2710050,2969910,3144800,3070640,3065760,3489210,3414560,4002425,4102000,4148800,4039779,3584700
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,115000,120000,125000,130000,135000,141000,142000,152000,163000,190000,200000,210000,225000,248000,229000,245000,256000,244000,249000,243000,269000,284000,290000,298000,289000,288000,297700,297700,294090,180000,100000,110000,65000,50000,56200,94450,168400,209400,196300,183400,145000,110000,100000,110000,154800,164000,231800,295150,293000,296090,290117,291000,270000,237000,286000,335180,247495,257995
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",42698,9433,8713,6447,22274,24600,22663,17430,18433,7900,8860,13042,14676,12570,13949,15355,16140,19870,25700,26964,24361,27921,30500,30527,24792,17080,19732
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,1465000,1552000,1559000,1648080,1589345,1602800,1706400,1796500,1844000,1945900,1893000,1923600,1913300,2013445,1972100,2042500,2067265,1922000,2044935,2108910,2011480,1969905,2147000,2131100,2177680,2230205,2178000,2149000,2380000,2420000,2342200,2450000,2550000,2357000,2450000,2500000,2558000,2447000,2570000,2480470,2662465,2603965,2800000,3030000,3392459,3487930,3595755,3914175,4540435,4737965,4300185,4550649,3610626,3977863,3722304,3815849,3600500,4030000
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,9404,4601,4603,4717,5443,11000,12000,9100,17200,21772,30800,41700,68000,61000,77000,90000,85000,92000,44000,38000,36000,37000,25948,34886,34265,37407,28432,32321,45690,43280,63175,23798,65357,41128,52077,72629,65690,68679,92833,71601,93150,92027,88184,49722,41270,91450,113166,114885,135988,110106,117733,110964,125156,132002,111437,83757,121079,112313
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,1089075,1125343,1190214,1109782,1255608,1226678,1205068,1433953,1590596,1681415,1816922,1837324,1979944,2095000,1997000,1995000,1898000,1498000,2095000,2044604,2019900,1883604,1734325,1571674,1745367,1718215,1626699,1696239,1743444,1884984,1926354,2012732,2104447,2138788,2127271,2228489,2119615,1944240,2036641,2140800,2094995,2197351,2257000,2264000,2314000,2187000,2375000,2353000,2511043,2464830,2575988,2599382,2603654,1834831,2741404,2739606,2901894,2718987
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,185000,190000,165000,157800,162000,158000,169300,135700,156500,169400,156800,110000,125000,220000,259000,227000,199000,158292,240116,131553,134755,152633,216000,109354,213841,225138,236568,287797,337749,282366,454349,410018,427609,469127,476090,627405,575745,717856,727140,742808,940938,693203,938217,718086,945823,1053236,1082384,1624246,1614408,1296154,1741472,2076423,1977669,2166830,2331053,2780905,2780905,3167528
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,500,500,600,700,650,700,400,514,497,1370,1370,2500,3000,3000,3840,3960,3600,3300,9300,10800,15000,20000,22000,20000,25000,33000,52900,50949,55067,51796,41678,50718,64925,45400,52813,66748,80942,101900,86463,76200,58809,77409,79000,85530,72000,70462,82165,82163,53569,134447,158021,184217,202547,293219,223285,225852,247452,232196
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","",5,118,813,906,1084,1149,883,668,496,465,275,197,38,159,127,10,145,275,135,175,40,20,20,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,161,156,316,831,646,1186,657,352,160,19
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,332944,288972,296373,274430,377531,372227,417888,347249,394938,405385,369167,403192,450575,491608,716628,463432,567338,401780,493794,445364,709611,515741,421050,487133,807529,544632,590999,456548,527118,394388,347245,394022,287180,373616,367030,394075,469455,458112,394434,351447,226639,227194,273300,278500,291149,337250,294697,224371,263028,216676,173461,178787,179776,232159,236018,254043,265567,283763
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,15000,17000,20000,25000,21000,24800,27500,41000,51000,40000,2700,13900,10440,12250,29200,17960,23810,22000,19000,28740,19340,3640,3980,4540,1730,20480,48950,33380,4410,3340,24580,22100,53500,69550,3470,53360,32040,20020,34650,25200,39580,26530,16900,29500,42840,34000,33150,44520,50040,50520,17840,69554,37716,33051,63298,53354,57698,63037
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,85000,85000,100000,105000,93000,79000,85000,78426,88500,98757,110743,100000,119000,120000,101000,45000,68000,52000,70000,75000,78000,80000,82000,84000,86000,93000,90000,93000,95000,96355,56341,32618,65615,101212,112982,139000,180218,191000,186087,180806,166945,93362,117491,91242,64634,97610,103007,88177,179000,257527,271402,203102,114012,155741,128197,121530,110000,134105
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,6834100,7664700,7782900,8507700,8055100,6636400,7769400,8022900,7984700,8161900,8175000,7356800,8601900,8583400,9207700,9319300,9462000,10528300,10447900,13317400,14146600,14373400,14288100,14255500,14317048,14127100,13638400,13167100,13806500,13971800,12992900,14603000,16495000,17907700,17669600,17397000,16391200,16807800,20126038,20986900,21569200,21460700,22770200,24360900,27245800,30435000,30954000,32058500,32165800,32065100,28552100,26216600,26372100,26423300,26210318,25672832,25624866,25418142
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,2108000,2108321,2109000,2201000,2207000,2007300,2119429,2178255,2241233,2304204,2343826,2010446,2416054,2452268,2604751,2386272,2282430,2339280,2059930,2464310,2560080,1832620,2756980,2709430,2804490,2372020,2981780,3283210,3389670,3502160,3222540,2584900,3495590,2906180,3578830,3710650,3640860,3699770,3834290,4216465,4164687,4132600,4132500,4455722,4289827,4209279,3680839,4299264,4523693,4023823,4460278,5072248,4504503,5047047,4788612,4299079,5230327,5151925
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,38659,36848,46600,48400,53500,63200,68000,86800,67483,80739,81784,74262,78481,79971,89000,56641,76203,85246,114605,112000,163826,176267,171000,138000,143992,111770,127980,111468,104310,120890,131150,154000,201201,189056,232456,230323,256588,290250,205610,289600,246201,293456,297530,258510,316713,319569,269869,285066,334516,453990,413321,418656,371934,369048,365096,418079,422612,365000
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,9550,11196,10050,11790,11704,20500,32522,39033,38000,37100,27300,31800,46309,30176,29320,28700,26600,31600,23763,29900,38900,41200,44800,48700,56700,75300,60754,52900,76953,72260,74695,47600,78700,62000,51000,51200,83200,58200,61989,60453,76400,75467,58080,72367,56221,60360,60158,61025,79207,102820,74133,71289,87106,103941,90831,104392,112632,101607
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,133000,257000,195000,220000,231000,199000,385000,353000,325000,343000,388000,447000,487000,525000,504000,218000,408000,515000,750000,1090000,1241000,1250000,1280000,1300000,1430000,1416322,1780000,2081000,3303000,2500000,3226000,3260000,3065000,2427000,2920000,3122000,3268000,3275000,3277000,3298000,2752000,2928000,3116000,3334000,3567000,4042000,3186000,4179000,3546250,4472520,4612614,5432930,4823330,6002831,6256228,7564050,6607703,6809327
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,1809000,1897100,2072500,2176100,1905000,2128300,1976800,1913000,2343400,2327500,2407200,2311500,2598500,2710000,2813700,2853600,3060900,2957200,3060100,2646400,3044900,2010000,2064000,2193000,2113000,2387000,2219000,2129000,2142000,1800000,4120000,4500000,4787000,3177000,2016000,1426000,1527000,2307000,2343000,1690000,2060200,2186000,2244000,2370000,2583400,2478500,1869500,2862000,2336000,2426000,2479000,2861000,2901000,2626000,2948200,2536400,2383277,2088000
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,1690000,1643000,1788000,2025000,1975000,2047000,2248000,3048000,3601000,3298400,3392600,3495212,3681984,3470148,3926184,4106178,4424406,4908000,4823700,4684800,5144550,5167050,5009250,4972800,4378400,5230000,4861400,4800300,4830150,4891200,4864650,4674150,5992050,5169750,5949750,6457200,6499500,7011400,7733417,7203900,5823000,6717750,7271400,7537200,8320800,8157600,8345100,10428000,10324050,7234950,9240600,8303850,10467150,10504200,10201840,10273968,11174816,10802949
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,108905,109703,111146,127743,151472,140105,150926,163038,165243,131160,136175,125221,162049,178334,184797,144435,186189,162384,160550,169720,195160,176310,199420,174595,186144,180252,180061,182851,207159,222294,197026,198541,210003,223865,221779,230560,153485,232375,224341,253557,338168,355396,402461,283486,289197,289238,293039,314118,299503,275025,291120,248205,287396,255136,281980,321520,316403,314946
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,1600,1600,1600,1500,1500,1500,1500,1471,1793,1675,2244,1547,1056,1146,1740,2000,1247,999,728,512,319,500,600,600,600,600,600,600,600,620,620,620,630,650,650,650,600,600,650,700,800,805,800,800,800,800,800,800,802,822,823,828,833,830,845,843,847,850
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,18700,16800,16000,20000,21600,10100,18170,20802,27157,45218,47200,38800,41614,50688,55869,56748,68677,58233,56894,40800,44500,63100,72641,79700,97207,62406,105239,81394,87466,85701,33917,44180,68358,72146,80146,76282,81465,80921,128093,101049,106179,104973,110250,125000,102000,126000,130000,144692,215000,315213,408246,396000,617400,804000,857771,858000,924000,894600
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,331877,391361,269860,351475,290520,374032,461420,286195,444432,586721,591111,482326,483471,494237,536835,570415,594010,467758,560399,441233,760176,825730,799032,1139997,878279,725915,1168600,1129240,1091430,966101,814168,829373,967627,1401393,1141550,1203168,1459830,1548780,1955027,1892100,2026970,2118679,2132405,1844896,2468357,2362260,2256000,2775800,2991157,2831374,2624458,3043330,3050934,2896613,3151408,3165749,3115544,3557900
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,3910100,3966980,3842860,3992400,4072636,4094020,4560700,4444656,5464075,5578405,5324875,4609505,5158898,5615265,6112039,6542610,7254390,7211620,7684795,7646490,7910735,8533730,7294910,7828880,8805600,9246790,8539852,8970919,9458772,9885000,9673262,9128940,9434208,10538054,10540649,11283568,11268963,8554824,11786625,12389412,12954870,13270653,13499884,14496784,14603005,15326706,16240194,16815548,16266417,15772319,16684062,18032525,18439420,18967826,18149838,17627245,19276347,19066094
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,177384,173500,166273,181400,136557,154025,146035,149023,175805,194677,161574,163900,167558,129500,132736,97235,95000,134906,145270,154768,111887,143394,109059,134054,146525,146618,141702,143357,144269,156072,170477,109704,69000,131741,124554,172230,164189,161774,151650,142611,145932,145905,147802,155799,125947,148673,156203,150680,161761,170216,185016,187028,180155,167322,184918,169289,179777,160648
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,2900,2900,3200,3300,3300,3500,4000,4400,4500,4600,4600,4600,4600,4600,4800,4800,5400,5400,5800,5800,6400,6400,6263,4833,5136,5539,1967,1600,160,0,0,0,0,0,0,0,0,6,8,10,12,14,16,18,0,0,0,26,29,33,37,41,46,49,293,114,152,186
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,31000,20100,51300,53800,45816,55500,68497,60281,68372,65177,66500,45000,50000,53000,68500,37400,46600,57900,60100,38700,47700,45700,82800,110000,137000,152600,115500,131600,70200,66500,31449,38920,36448,15229,24066,23100,10669,5142,3813,3551,1459,597,253,4963,14251,18420,27518,48917,72418,61588,65261,50862,54646,45159,49773,43635,43311,43355
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",753630,687523,523232,461920,388976,328072,412166,443394,584312,495536,488133,448116,469802,570816,680610,704544,738300,912969,1060658,1055574,1051891,934943,1048566,1109762,1080886,986620,1038222
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","",4,8,10,207,662,1144,1360,1477,1638,2508,2229,2583,2668,3265,3288,3494,4430,5757,5586,7153,7919,4000,8440,6116,6892,8100,9305,16400,16100,13200,4500,2300,6596,9805,7935,8919,11654,15610,20976,27891,46191,62194,62932,62000,82000,81081,67253,80541,84079,93746,72723,97435,110544,108958,119932
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14,12,11,0,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,2800,2120,2248,2500,4200,3000,3000,3000,3000,3000,1520,68,180,180,200,200,460,385,538,88,"","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,83100,77000,106000,110000,122275,125338,137500,58300,155900,90500,108200,36700,64340,116975,115707,115200,62918,147045,96567,64658,127032,118571,108540,135828,147005,142792,135793,146405,168227,181119,169800,177346,193374,162228,155152,148780,173702,123519,364000,202293,206989,172395,231805,201744,279080,190493,193379,408219,502104,604043,405824,469649,436153,559021,906348,633841,710794,762776
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
