country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,591296,551045,736482,926543,426982,568868,791467,835334,938971,742601,745340,844390,1016000,689716,813121,741809,919656,785523,838639,898198,627881,1046508,978817,800496,465959,690640,512213,736042,580445,862974,758618,661623,606634,613841,544203,664923,716670,719573,570312,683641,811399,501499,581490,788610,476248,522502,540071,570502,550000,294771,449870,356360,451110,406020,472348,476491,529592,539940
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,70000,75000,80000,90000,100000,110000,115000,120000,125000,130000,135000,138000,140000,90000,95000,95400,150630,166000,182160,195850,208000,250000,237020,270390,275660,260000,251035,416253,374535,408170,412530,653163,700000,700000,700000,800000,810000,970000,1083000,1130000,1060000,1184200,1247800,1474800,1564700,1649600,1685300,1735000,1878000,880700,1235000,2221000,2483000,2585340,2602000,2590000,2922000,2920000
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,420000,440000,460000,480000,500000,520000,550000,520000,603000,630000,650000,779000,804000,908000,910000,910000,917000,924000,924000,1100000,1372180,1420653,1421065,1409205,1511654,1541806,1519526,1742532,1319823,1423766,1612233,1508012,1839608,1893418,1845733,1978354,2124699,2315258,2342110,2097157,2517099,2703792,2818350,2795919,2963755,2678418,3325010,1919952,2187065,2369027,2426031,2389501,2753659,2251551,2400000,1866340,1765538,2032031
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,45000,45000,45000,45000,45000,65000,68000,70000,73000,75000,78024,120000,170000,220000,270000,320000,360000,423820,300000,159000,201000,250000,260000,460000,440000,450000,440000,445000,450000,455000,380000,405000,414100,282000,300000,310000,300000,305000,274000,277000,300000,335000,335000,195675,185000,185000,184000,203223,194731,212649,226718,241842,270072,251788,93629,94103,99444,95725
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,63300,72500,59200,83300,80300,76000,82000,71900,80400,60700,66600,81400,77900,74600,75500,77500,70000,76300,72200,76400,83700,86400,93700,91800,80500,82300,89700,89030,95600,95000,70800,87650,79090,80280,88670,89650,89400,88600,84950,101837,121700,125500,126590,139850,125650,125439,112851,96937,91181,95075,89476,74700,70000,66700,66000,66002,68503,63000
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,8467000,10966000,8698000,10358000,10675000,10150000,11692000,10320000,11163000,10724000,10026000,9458400,11842000,11809000,10916600,10546800,10113700,11182700,13038900,13244500,10906000,11448600,12974700,10751200,9583700,11531900,11504770,9545480,9449110,8438000,9397410,10624696,9750240,9321668,8447720,9464542,8057540,9256801,9361924,8869500,8988400,7393880,7482936,8691970,8553576,8326688,7392543,7793301,8242500,7787800,7444881,6918044,8010364,6930794,7915008,8201914,7169745,8513643
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,174500,194200,176700,207400,224700,230300,264100,269000,244000,234200,242400,268700,271000,294900,284200,304100,326500,327700,352000,323200,309900,338300,323700,310400,311300,301900,307900,295700,275100,276100,270800,276100,259900,245700,250300,243900,251300,232900,242000,237500,225400,231700,220800,205600,219900,210500,209100,201000,202200,184800,172600,198300,189700,189200,180500,179200,176100,174700
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,78400,79000,58700,76900,79200,79690,71676,30500,14234,26280,18647,18155,22244,17831,11100,13688,33802,45358,22996,18188,25773,26795,25800,8616,26200,23186,18610,21535,21841,45726,39130,50160,35204,26358,24293,21866,18281,17863,18224,23909,58009,34773,28072,32408,34452,32184,27604,26370,34475,29683,38371,35668,35160,34571,62265,62328,53169,44717
