country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1100,"","","","","","",5400,"","","","","","",14400,"","","","","","",24700,"","","","","","",37000,"","","","","","",54700,"","","","","","","",""
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",84000,91400,97000,106000,111000,116700,123150,130700,139330,145780,"",158000,162500,"",171938,178500,184750,190000,193800,196600
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Taiwan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/taiwan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13555,13855,14154,14635,14970,15413,16089,16530,16911,17219,17935,18812,20014,21376,22743,23805,24609,25746,26660,27532,28507,29389,29915,30777,31800,32726,33733,34557,35442,36304,37219,39011,40702,42315,43886,45446,46547,47215,""
Tajikistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tajikistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Thailand,Asia & the Pacific,https://cdn.countryflags.com/thumbs/thailand/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3680,3895,4023,4234,4366,4518,4682,4848,5232,5496,5713,"",6545,7045,"",8157,8729,9670,10343,10925,11807,13027,14022,15292,16473,17140,17779,18696,20097,21008,22453,23669,24474,25071,25857,27049,28709,30542,31984,32830,"",""
Timor,Asia & the Pacific,https://cdn.countryflags.com/thumbs/timor/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tonga,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tonga/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad & Tobago,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/trinidad-and-tobago/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tunisia,Africa,https://cdn.countryflags.com/thumbs/tunisia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28,99,141,211,242,312,379,449,535,614,740,875,1007,1145,1374,1683,1965,2689,3225,3672,4114,4664,5338,5944,6693,7351,7931,8480,9084,9776,10347,10936,11498,"",""
Turkey,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkey/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10018,11999,15655,18607,20345,24017,27969,33004,40290,47823,55464,65446,76981,92403,106799,125556,141716,161380,181445,202845,228868,247768,276338,307210,340380,376100,410556
Turkmenistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkmenistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tuvalu,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tuvalu/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Uganda,Africa,https://cdn.countryflags.com/thumbs/uganda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ukraine,Europe,https://cdn.countryflags.com/thumbs/ukraine/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
United Arab Emirates,Asia & the Pacific,https://cdn.countryflags.com/thumbs/united-arab-emirates/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
United Kingdom,Europe,https://cdn.countryflags.com/thumbs/united-kingdom/flag-button-round-250.png,"","","","",31,52,73,97,130,161,177,203,266,326,416,468,566,620,686,795,1114,1358,1758,2521,2964,2992,3109,4501,4916,5207,5549,5885,6152,6324,6536,6795,7132,7690,8986,10483,11750,13525,13911,16659,18083,20338,21460,23513,24960,26261,27476,29764,32771,37746,40279,44105,50442,56221,64621,66976,72818,78340,83945,90436,97019,104866,113777,120776,127737,134946,143186,152979,163194,173784,183190,195524,208837,213181,232708,243421,256605,269598,282374,290720
United States,North America,https://cdn.countryflags.com/thumbs/united-states-of-america/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,18,31,35,66,916,1174,1884,2261,2898,4138,4819,7368,9562,15779,19777,26079,40406,54091,75274,101017,136400,181215,227434,282765,349159,432699,529092,639733,747663,840749,959393,1066365,1169846,1291801,1423812,1653080,1775683,1924931,2073030,2212566,2375355,2529282,2665666,2805892,""
Uruguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/uruguay/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1129,"","","","","",2986,"","","","",5063,"",5614,"","","",6175,"",8114,""
Uzbekistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/uzbekistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vanuatu,Asia & the Pacific,https://cdn.countryflags.com/thumbs/vanuatu/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vatican,Europe,https://cdn.countryflags.com/thumbs/vatican-city/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Venezuela,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/venezuela/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vietnam,Asia & the Pacific,https://cdn.countryflags.com/thumbs/vietnam/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1753,1785,"",1924,2008,"","",2589,"",4471,4588,4789,5235,7515,7522,9696,14950,"",15637,"",17148,"",24311,30548,31881,35808,"","","","",67456,73164,75458,"","",94305,106599,110124,114241,118807,121821,"",""
Yemen,Asia & the Pacific,https://cdn.countryflags.com/thumbs/yemen/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Zambia,Africa,https://cdn.countryflags.com/thumbs/zambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Zimbabwe,Africa,https://cdn.countryflags.com/thumbs/zimbabwe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
[WORLD AVERAGE],World,https://webcomicms.net/sites/default/files/clipart/128927/axis-cliparts-128927-7947916.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
