country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","",126,445,652,1038,1970,2234,3284,4100,5275,6508,8262,9884,11349,13460,15147,16622,19318,21013,30905,32819,35191,43149,45552,50522,52881,54767,56775,59371,61955,65856,69304,73106,76904,81359,85735,92299,100878,108832,117949,126727,139207,153492,164505,180502,196298,205560,216276,232415,249527
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","",31,"","","","","","","","","","",111,132,173,"","","","",255,"",600,"",833,902,1074,1308,1688,2350,2712,3084,3614,4277,4973,5278,5586,6192,6683,7449,8123,8817,9620,10324,10774,11889,13239,13872,14704,15411,16079,16738,"","","",17327,17835,20268
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,126,163,204,240,275,307,321,343,391,450,497,576,703,1019,1353,1704,2199,2954,3674,4373,5762,6573,7758,8645,9796,10613,11702,12748,13805,14307,14807,15810,16834,18198,19380,20680,21453,22575,24036,25458,26656,27796,28214,28776,29018,29896,31302,32837,34697,35881,36668,37972,39336,41041,43080,45743,47617,49181,51561,54811,57886
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","",226,"","","","","","","","",366,"","",624,742,935,"","","",2086,"","",3471,"",5495,6900,8424,9891,"",12574,15623,18432,21376,23645,25599,27807,"",32809,36051,38472,"",41503,42690,44677,48537,53101,58816,64035,66352,70753,76793,83591,90992,98948,104488,106775,111809,118201,125555
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18690,"",21463,22793,"",24291,"","",27521,28273,28965,29315,"",29523,30723,31660,32394,33252,33666,33798,34962,36087,36891,37782,38514,39003,39102,39741,41758,42643
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,"",1739,"",1983,"","","","",2686,"",3573,3691,"",4899,"","",6842,"",8873,10143,"",11275,13110,13594,15820,16983,24168,29461,"",31206,32264,35802,37599,39458,40923,43539,47457,52485,58240,63367,67951,71897,77491,81730,84791,87183,"",96695,100794,103892,108216,"",113755,117406,121722,126970,131491,138898,146799,154203,""
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,1914,1997,2071,2139,2203,2256,2279,2314,2393,2499,2634,2837,3119,3282,3454,3719,4172,4674,5262,5836,6233,6545,7378,8506,9739,10946,12395,13149,13887,15536,17013,18545,20180,21876,22909,23697,25638,27577,29719,31313,33193,34520,35665,38350,41123,43764,46317,49194,50676,52030,55284,58330,61173,64156,67408,68933,70162,72719,74662,75576,75741
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,"",29,33,35,42,52,57,"",62,66,84,"",101,"",150,"","",317,370,464,537,627,786,855,995,1206,1768,1976,2273,2751,3079,3345,3624,3910,4321,4848,5104,5437,5752,6383,7239,7948,8604,9128,9922,10650,11996,12952,13689,15123,16386,18100,19885,21947,23933,25443,27399,29254,31250,32930,34841
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1183,1246,"",1340,"",1406,1543,1619,1849,2134,2443,2803,3236,"",3880,4147,4517,4919,5195,5446,5774,6115,6531,6678,7215,7608,7890,8085
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,243,425,433,"","",437,"","","",445,447,450,456,"",467,478,496,512,529,546,"",572,609,610,687,758,802,875,917,993,1060,1145,1185,1308,1521,1642,1890,2122,2366,2895,3111,4426,5184,5691,6299,6871,7240,7458,8013,8081,8414,8763,9014,9200,9402,9666,9931,10471,10807,11524,12011
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,"","","","","","","","","","","","","","",17080,"","","","","","",38418,"","","","","","",63163,"","","","","","",92261,"","","","","","",131221,"","","","","","",171323,"","","","","","",209718,212340,216651,221842,225899
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,"","","","","","","","",312,401,484,515,550,584,726,1051,1710,2919,4210,5764,6940,8196,9246,10790,13382,15499,17566,19375,20293,21684,23777,26339,29785,33416,36509,40218,43126,47175,51165,55685,58746,61167,62827,64399,66499,70160,74401,79078,83224,86305,89508,94797,101277,108238,115015,120981,123920,126066,128703,134570,139898
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5000,"","","","","","","",6649,7153,"","","","","",10061,"",10918,"","",12004,12828,""
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,"","","","","","","","","","","","","","","",18062,21647,28522,34583,43735,49451,54393,61251,70608,73089,73892,78036,82584,85136,87191,90248,94265,98587,101986,105865,108709,111299,113896,118077,121034,123170,124279,126486,127305,128569,130216,133707,136236,139668,142166,143255,145279,148656,152095,155125,"","",164316,165951,169124,172586
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,"","","","","","","","","","",471,531,609,684,833,1125,1141,2163,3410,4001,5225,5444,5857,6123,6449,7835,13231,14336,14748,15683,15967,17324,30308,32930,34885,35875,39183,42159,44896,54706,57836,61801,65114,69928,73439,78979,84704,92548,98522,104302,"",111806,118020,124549,131365,138147,144365,150756,157223,165911,174160
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,http://www.think-israel.org/jan12pix/palestine.flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","",105,146,194,401,649,857,976,1073,1245,1455,1768,2169,2472,2541,2675,3132,3690,4298,4664,5204,5602,6024,6386,6775,7383,8136,8698,9141,9656,10123,11218,12025,13648,14588,15147,15567,16053,16854,17850,18559,19091,20137,20996,21902,22702,23534,24304,25400,26642,27834,28795,29837,30749
Papua New Guinea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,"","","","","","",1,"","",9,16,22,39,"",72,99,125,149,181,225,293,330,419,510,561,639,740,800,905,973,1063,1158,1274,1439,1631,1831,1993,2205,2447,2670,2890,3120,3379,3627,3873,4252,4597,4935,5239,5486,5863,6277,6583,6902,7307,7615,7910,8429,8876,9439,9888
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,"","","",107,"",155,219,250,318,346,656,"","",1232,1822,2315,2797,3075,3841,4298,5185,6184,7013,7486,8040,9219,10065,10896,12669,13452,14463,15587,16518,17334,17841,19410,20414,21555,39599,48465,56681,65712,76506,87116,102216,109385,121468,"",135895,143745,148011,155724,170400,185238,198349,218195,232747,"",239563,267612,318252
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33783,"",38058,39898,42173,"",49571,52792,"","",60944,64475,68649,72657,75902,"","",88869,93387,97349
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,"","",559,584,676,855,"",1154,1384,1630,2024,2234,2889,4414,5493,"",7899,9515,11196,13072,15084,17607,20127,22898,26244,29564,34067,38674,42783,46607,51419,55801,61178,66938,72901,80757,85467,92215,99284,107597,118295,129560,138007,143630,148321,156493,169071,179654,192960,204246,214236,224355,238799,250719,265201,278994,290633,297859,310744,324527,338027
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,25,70,131,171,251,332,411,495,670,976,1556,2494,4045,5298,6249,7926,10230,12688,15178,18393,20909,23018,27199,32214,37523,44212,52089,58982,64014,71967,79909,88539,97796,107234,116289,123005,132191,142748,154150,166359,176546,185647,190857,199743,211663,225291,238691,253408,266187,275689,286690,301519,316951,332041,346762,360195,368428,380572,396061,410775,426836
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","","","","",6788,7950,"","",8873,9460,"",10358,10857,11531,"",12258,13681,14845,16582,18877,20058,22394,24825,26260,28431,31951,35757,38108,41818,"",43144,45339,47751,49102,50828,52622,54484,56381,58328,60139,62538,64620,66725,70012,73457,75888,79705,82289,85709,88607,91415,94500
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,"","","","","","","","","","","",1921,2545,2929,3205,3708,4150,4670,4973,8284,8915,9967,11223,12624,14466,15998,17453,19663,21460,23103,24654,26609,28483,31657,36092,38623,40987,43578,47207,51802,55430,59272,62328,67204,70097,74827,79629,85805,90991,93611,98491,101552,106357,113336,121602,126645,136518,143834,150309,166993,175374
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","",46414,51366,55688,59960,63191,"",70601,76963,"",94852,104883,109939,116061,122854,133101,143519,156016,163529,165772,185918,192824,197251,223509,243377,263888,343523,"",406500,536000,575103,639606,697004,758401,795523,910221,1004719,1092811,1184442,1278747,1359993,1426014,1517992,1613413,1718019,1831892,1949813,2053319,2142604,2252539,2401616,2552000,2721500,2877699,3019434,3139258,3303717,3498308
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",105,911,1683,2403,3439,4281,5441,6342,7325,8248,8912,9672,10384,11106,12405,13854,14892,16235,17281,18556,19581,20795,22300,24005,25145
St. Kitts & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St. Vincent & the Grenadines,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & Principe,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","",3,5,"",7,9,11,17,18,26,32,43,46,48,57,101,128,150,206,237,322,382,441,583,713,857,955,1106,1193,1290,1485,1612,1765,1942,2034,2129,2239,2347,2546,2741,2914,3018,3162,3434,3661,4096,4393,4619,4932,5213,5679,6161,6548,7076,7779,8358,9035,9908,10708,11869
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,36,45,46,50,"",56,75,91,94,108,130,160,214,256,268,301,335,421,486,545,624,761,822,916,1161,1456,1715,2086,2462,3084,3561,4371,5008,5756,6401,7360,8552,9626,10761,12347,14240,16399,18312,20958,23398,26278,29472,32566,36028,38701,41812,45355,48636,51324,54887,59938,64303,67917,73363,78942,85645
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",47486,"","","","","","",59737,"","","","","",82644,"","","","","","",99929,"","",""
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","",1545,1913,"",1991,2439,2707,3247,3489,3518,"","",5664,"",7131,"","","","",11742,13631,15155,"","","",21371,23672,25846,27426,28750,30052,31491,34458,37809,40953,44276,46734,49428,53893,"",57421,61261,66089,70928,74099,75866,81338,85922
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","",3863,5060,5976,6566,7437,8558,9584,10768,12010,12882,13613,14870,16113,17294,18369,19756,20753,21349,22474,23762,24857,25921,27109,27764,28253,29455,30669,31813,33047,34279,34851,35405,35946,37114,38137,39330,40580,41265,41802,42976,44435,45703,47018,48179,48973,49607,50290,51607,52948,54300
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,"",160,164,"","",200,241,"","","",645,848,924,1017,1476,2405,2911,3070,4832,6438,7425,9315,12815,15529,"",20471,28537,31963,35593,38409,41072,44292,47965,50361,53937,56873,58098,"",63776,68874,73028,75053,80085,83663,87022,90515,95060,100827,108201,114711,121510,126937,133774,143570,152390,161004,168643,178470,185497,197127,207530
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,96985,109591,125851,136707,146541,164740,178189,188518,196618,210144,222395,234998,248647,261335,268212,274504,286716,295647,307024,316664,327509,331780,338036,348582,357896,364942,376961,387925,394141,395194,410564,421547,431743,443273,455032,461233,466804,477304,486003,494711,503051,510479,514621,518743,527438,534552,538775,546463,554834,559109,563035,571014,577959,583971,589520,595161,598285,601660,608514,614197,619881
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",930230,"","","","","","","","","",1035522,"","","","","","",""
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,1400,"","","","","","",5700,"","","","","","",14700,"","","","","","",25000,"","","","","","",37300,"","","","","","",55000,"","","","","","",74900,"","","","","","",94900,"","","","","","",119200,"","","",""
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,2169,2577,3170,3901,4571,5537,6268,7002,8579,10683,13284,17891,22508,27475,30258,35445,44382,54605,64148,72263,78478,82101,88181,93993,101358,109626,116726,122511,125915,130102,136865,143625,150765,157309,162684,166375,170337,176852,183586,189709,193925,196800,199228,201443,205596,211106,216231,220882,224703,226991,230274,235182,239882,244429,249276,253404,255812,259476,264781,264781,""
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Taiwan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/taiwan/flag-button-round-250.png,"","","","","",13555,13855,14154,14635,14970,15413,16089,16530,16911,17219,17935,18812,20014,21376,22743,23805,24609,25746,26660,27532,28507,29389,29915,30777,31800,32726,33733,34557,35442,36304,37219,39011,40702,42315,43886,45446,46547,47215,48549,49748,50703,51603,52445,53005,53632,55476,56853,58003,59026,59840,60459,60956,61684,62368,62844,63340
Tajikistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tajikistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Thailand,Asia & the Pacific,https://cdn.countryflags.com/thumbs/thailand/flag-button-round-250.png,"","",3680,3895,4023,4234,4366,4518,4682,4848,5232,5496,5713,"",6545,7045,"",8157,8729,9670,10343,10925,11807,13027,14022,15292,16473,17140,17779,18696,20097,21008,22453,23669,24474,25071,25857,27049,28709,30542,31984,32830,33810,34786,35452,36495,37462,"","",40897,42257,44056,"","","",51694,53238,55486,57922,62018,66371
Timor,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197410.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tonga,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tonga/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad & Tobago,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/trinidad-and-tobago/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tunisia,Africa,https://cdn.countryflags.com/thumbs/tunisia/flag-button-round-250.png,"","","","","","","","","",28,99,141,211,242,312,379,449,535,614,740,875,1007,1145,1374,1683,1965,2689,3225,3672,4114,4664,5338,5944,6693,7351,7931,8480,9084,9776,10347,10936,11498,12085,12675,13397,14190,14900,15592,16358,17558,18436,18861,19411,19849,20408,20818,21081,21477,22062,22957,23526
