country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0,10.0,9.0,8.0,10.0,2.0,10.0,5.0,15.0,32.0,0.0,21.0,40.0,21.0,48.0,3.0,80.0,79.0,64.0,95.0,20.0,60.0,89.0,65.0,88.0,73.0,57.0,66.0,49.0,85.0,99.0,45.0,53.0,69.0,76.0,24.0,30.0,32.0,27.0,14.0,12.0,10.0,9.0,7.0,12.0,15.0,6.0,11.0,2.0
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,1.0,2.0,3.0,"",10.0,6.0,23.0,2.0,8.0,7.0,3.0,32.0,12.0,28.0,26.0,40.0,89.0,119.0,53.0,70.0,87.0,75.0,149.0,106.0,92.0,180.0,146.0,568.0,336.0,601.0,472.0,693.0,354.0,773.0,540.0,678.0,1035.0,909.0,796.0,1211.0,1075.0,942.0,1007.0,991.0,1334.0,1553.0,1335.0
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"","","","",2.0,"",2.0,"",13.0,15.0,"",35.0,27.0,21.0,17.0,38.0,0.0,55.0,82.0,141.0,64.0,65.0,107.0,104.0,103.0,153.0,109.0,130.0,129.0,114.0,149.0,113.0,196.0,106.0,181.0,218.0,247.0,218.0,337.0,219.0,330.0,399.0,316.0,282.0,297.0,380.0,407.0,325.0,327.0,185.0
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,10.0,15.0,18.0,34.0,44.0,106.0,143.0,205.0,385.0,523.0,835.0,586.0,591.0,1234.0,1076.0,743.0,595.0,881.0,958.0,1075.0,1289.0,1365.0,1209.0,1053.0,1178.0,1192.0,1046.0,1237.0,966.0,1028.0,1411.0,1762.0,2206.0,2389.0,2926.0,3076.0,2901.0,3186.0,3111.0,2987.0,2875.0,0.0,5275.0,2483.0,2274.0,2089.0,1997.0,1634.0,1972.0,1837.0,1657.0,1617.0,1574.0,1512.0,1606.0,1499.0,1374.0,1343.0,1294.0
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,6.0,6.0,2.0,5.0,5.0,7.0,"",16.0,7.0,"",0.0,9.0,4.0,11.0,0.0,39.0,0.0,30.0,10.0,13.0,16.0,21.0,19.0,33.0,50.0,30.0,36.0,76.0,48.0,41.0,83.0,64.0,0.0,78.0,0.0,106.0,83.0,70.0,0.0,171.0,30.0,47.0,39.0,34.0,26.0,22.0,15.0,19.0,48.0,0.0,57.0,35.0
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"",1.0,4.0,7.0,5.0,1.0,2.0,"",14.0,8.0,27.0,21.0,38.0,40.0,54.0,69.0,74.0,191.0,126.0,102.0,121.0,219.0,204.0,235.0,255.0,302.0,294.0,200.0,295.0,325.0,212.0,402.0,424.0,331.0,507.0,253.0,345.0,515.0,1169.0,696.0,839.0,727.0,992.0,832.0,1068.0,724.0,709.0,778.0,493.0,401.0
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,"","",5.0,2.0,2.0,6.0,14.0,"",31.0,12.0,14.0,20.0,62.0,72.0,10.0,167.0,6.0,244.0,35.0,171.0,188.0,371.0,488.0,439.0,297.0,369.0,584.0,628.0,226.0,443.0,675.0,661.0,1176.0,590.0,412.0,474.0,344.0,156.0,564.0,440.0,335.0,402.0,441.0,460.0,455.0,257.0,224.0,283.0,226.0,222.0
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62.0,53.0,97.0,93.0,78.0,250.0,238.0,240.0,561.0,347.0,466.0,587.0,769.0,778.0,1247.0,1492.0,1797.0,977.0,2313.0,2651.0,2547.0,3497.0,2823.0,4000.0,3526.0,4207.0,5322.0,5986.0,6557.0,5560.0,4789.0,5249.0,5210.0,6153.0,5959.0,5974.0,5217.0,4050.0,4053.0,4782.0,4668.0,4585.0,4805.0,4316.0,3599.0,3039.0,3836.0,4204.0,3951.0,4694.0,4092.0,3153.0,2972.0,2667.0,3786.0,3493.0,3491.0,3047.0,2256.0
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,4.0,2.0,"",2.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,6.0,2.0,4.0,0.0,6.0,3.0,6.0,2.0,3.0,1.0,4.0,0.0,0.0,2.0,4.0,3.0,1.0,32.0,20.0,18.0,20.0,10.0,23.0,27.0
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,14.0,7.0,0.0,7.0,18.0,9.0,12.0,27.0,12.0,0.0,20.0,22.0,24.0,20.0,9.0,15.0,0.0,14.0,49.0,32.0,59.0,47.0,33.0,26.0,54.0,51.0,56.0,62.0,43.0,34.0,10.0,5.0,44.0,77.0,57.0,39.0,43.0,39.0,65.0,75.0,96.0,135.0,194.0,173.0,87.0,0.0,225.0,439.0,318.0,336.0,383.0,163.0,89.0,351.0,410.0,680.0,1401.0,507.0,390.0,455.0,482.0,585.0,628.0,566.0,390.0,367.0
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","",0.0,"","","","","","",0.0,14.0,1.0,19.0,17.0,4.0,13.0,15.0,15.0,13.0,15.0,26.0,19.0,40.0,23.0,24.0,9.0,6.0,4.0,21.0,0.0,24.0,22.0,4.0,0.0,9.0,14.0,0.0,9.0,8.0,2.0,6.0,4.0,1.0,5.0,6.0,4.0,8.0
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.0,3.0,2.0,22.0,4.0,12.0,4.0,3.0,4.0,2.0,17.0,9.0,32.0,73.0,36.0,55.0,41.0,15.0,8.0,38.0,74.0,0.0,71.0,139.0,34.0,55.0,43.0,38.0,40.0,81.0,218.0,88.0,64.0,139.0,121.0,63.0,81.0,214.0
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,6.0,0.0,7.0,4.0,8.0,9.0,22.0,29.0,12.0,4.0,16.0,16.0,14.0,7.0,5.0,5.0,2.0,6.0,11.0,8.0,9.0,9.0,12.0,16.0,8.0,11.0
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,15.0,17.0,2.0,0.0,1.0,10.0,"","",2.0,"",3.0,3.0,1.0,4.0,3.0,8.0,20.0,4.0,8.0,11.0,7.0,12.0,6.0,11.0,17.0,12.0,1.0,2.0,4.0,13.0,17.0,10.0,20.0,11.0,23.0,28.0,25.0,0.0,137.0,77.0,109.0,78.0,112.0,55.0,83.0,161.0,80.0,66.0,55.0,50.0,119.0,134.0,94.0,163.0,80.0
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,3.0,0.0,8.0,0.0,2.0,26.0,2.0,0.0,14.0,26.0,0.0,0.0,23.0,5.0,13.0,19.0,0.0,72.0,12.0,42.0,10.0,18.0,41.0,38.0,42.0,11.0,19.0,17.0,23.0,17.0,48.0,14.0,22.0
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","",1.0,1.0,3.0,2.0,2.0,6.0,3.0,7.0,5.0,5.0,25.0,10.0,15.0,25.0,13.0,15.0,41.0,17.0,24.0,23.0,36.0,25.0,71.0,0.0,22.0,48.0,12.0,35.0,16.0,24.0,9.0,6.0,29.0,12.0,23.0,18.0,21.0,4.0,2.0,9.0,9.0,7.0,30.0,15.0,12.0
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,3.0,"","",3.0,6.0,"",10.0,9.0,0.0,20.0,5.0,"",27.0,6.0,21.0,0.0,13.0,16.0,14.0,67.0,18.0,19.0,37.0,29.0,35.0,23.0,21.0,26.0,8.0,17.0,16.0,15.0,0.0,26.0,7.0,14.0,7.0,27.0,7.0,27.0,10.0,11.0,2.0,9.0,17.0,5.0,5.0,4.0,1.0,4.0
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,17.0,0.0,6.0,11.0,2.0,9.0,0.0,0.0,14.0,3.0,5.0,10.0,8.0
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,9.0,13.0,1.0,0.0,0.0,0.0,2.0
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","",2.0,1.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,9.0,2.0,10.0,0.0,1.0,4.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"","","","","","","","",2.0,0.0,"",3.0,3.0,5.0,3.0,8.0,8.0,15.0,21.0,36.0,38.0,36.0,30.0,65.0,25.0,59.0,36.0,90.0,0.0,49.0,48.0,68.0,122.0,0.0,40.0,32.0,37.0,32.0,43.0,44.0,54.0,9.0,8.0,0.0,21.0,58.0,90.0,59.0,28.0,24.0
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"","","","",2.0,"",2.0,"",2.0,0.0,19.0,12.0,"",39.0,4.0,59.0,70.0,135.0,139.0,186.0,128.0,77.0,224.0,234.0,120.0,152.0,226.0,119.0,38.0,190.0,141.0,168.0,125.0,117.0,75.0,39.0,127.0,64.0,81.0,108.0,47.0,11.0,11.0,15.0,66.0,71.0,36.0,57.0,13.0,8.0
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"","","","",2.0,"","","",4.0,"",2.0,4.0,"",0.0,6.0,12.0,11.0,6.0,22.0,15.0,29.0,22.0,12.0,29.0,24.0,18.0,22.0,18.0,26.0,44.0,25.0,0.0,76.0,53.0,0.0,87.0,29.0,18.0,46.0,48.0,49.0,68.0,26.0,54.0,66.0,107.0,36.0,53.0,37.0,18.0
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,0.0,0.0,14.0,2.0,0.0,4.0,1.0,4.0,9.0,7.0,2.0,8.0,5.0,6.0,6.0,1.0,5.0,8.0,8.0,0.0,9.0,0.0,4.0,0.0,2.0,2.0,1.0,6.0,0.0,4.0,0.0
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,"",7.0,14.0,0.0,33.0,10.0,6.0,18.0,12.0,20.0,9.0,39.0,41.0,190.0,125.0,120.0,117.0,110.0,130.0,153.0,123.0,212.0,106.0,172.0,235.0,130.0,159.0,150.0,156.0,140.0,142.0,208.0,217.0,150.0,179.0,131.0,170.0,156.0,109.0,118.0,184.0,153.0,134.0,170.0,85.0,110.0,69.0,54.0,84.0,36.0
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,2.0,"",2.0,2.0,"",1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,6.0,17.0,17.0
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,2.0,0.0,5.0,9.0,0.0,0.0,10.0,8.0,3.0,2.0,4.0,2.0,9.0,3.0,0.0,28.0,18.0,11.0,7.0,21.0,4.0,23.0,19.0,26.0,8.0,22.0
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,"",1.0,"",2.0,3.0,3.0,6.0,3.0,9.0,8.0,10.0,5.0,11.0,9.0,17.0,17.0,13.0,9.0,5.0,5.0,10.0,2.0,5.0,11.0,21.0,7.0,7.0,11.0,21.0,7.0,52.0,6.0,38.0,13.0,20.0,8.0,6.0,9.0,6.0,13.0,10.0,4.0,1.0,4.0
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.0,9.0,2.0,14.0,8.0,6.0,6.0,33.0,13.0,8.0,8.0,18.0,15.0,11.0,15.0,17.0,10.0,31.0,17.0,24.0,5.0,41.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,"","","","","","",2.0,"","",4.0,5.0,10.0,15.0,12.0,29.0,11.0,25.0,46.0,39.0,48.0,65.0,51.0,38.0,70.0,110.0,132.0,131.0,145.0,101.0,121.0,163.0,132.0,178.0,202.0,253.0,296.0,346.0,396.0,260.0,403.0,375.0,442.0,353.0,385.0,448.0,450.0,578.0,622.0,764.0,511.0
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",2.0,1.0,2.0,2.0,12.0,3.0,6.0,1.0,6.0,13.0,17.0,14.0,14.0,15.0,16.0,24.0,28.0,22.0,32.0,32.0,35.0,55.0,70.0,82.0,86.0,161.0,112.0,101.0,91.0,118.0,115.0,149.0,122.0,102.0,50.0,222.0,115.0,105.0,110.0,87.0,121.0,76.0
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"","","","","","","","","","","","",2.0,4.0,2.0,0.0,0.0,2.0,1.0,6.0,5.0,0.0,4.0,4.0,2.0,9.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,7.0,4.0,2.0,2.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","",0.0,"","",3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,2.0
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,6.0,5.0,1.0,0.0,7.0,6.0,20.0,6.0,14.0,8.0,9.0,1.0,6.0,18.0,14.0,21.0,30.0,27.0,13.0,19.0,8.0,8.0,3.0,5.0,6.0,9.0,2.0,9.0,5.0,15.0,0.0,4.0,1.0,4.0
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","",1.0,"","","","","",3.0,1.0,1.0,11.0,10.0,9.0,7.0,10.0,9.0,23.0,10.0,19.0,19.0,36.0,55.0,50.0,70.0,13.0,121.0,77.0,61.0,37.0,54.0,0.0,211.0,102.0,99.0,64.0,91.0,99.0,74.0,97.0,116.0,102.0,125.0,136.0,259.0,281.0,121.0,170.0,191.0
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","","",2.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,10.0,21.0,12.0,0.0,11.0,9.0,13.0,4.0,8.0
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
