Entity,Code,Day,Value
Canada,CAN,6,0.026593477869772
Canada,CAN,7,0.053186955739544
Canada,CAN,8,0.07978043360931601
Canada,CAN,9,0.07978043360931601
Canada,CAN,10,0.07978043360931601
Canada,CAN,11,0.106373911479088
Canada,CAN,12,0.106373911479088
Canada,CAN,13,0.106373911479088
Canada,CAN,14,0.106373911479088
Canada,CAN,15,0.13296738934886002
Canada,CAN,16,0.13296738934886002
Canada,CAN,17,0.18615434508840403
Canada,CAN,18,0.18615434508840403
Canada,CAN,19,0.18615434508840403
Canada,CAN,20,0.18615434508840403
Canada,CAN,21,0.18615434508840403
Canada,CAN,22,0.18615434508840403
Canada,CAN,23,0.18615434508840403
Canada,CAN,24,0.18615434508840403
Canada,CAN,25,0.18615434508840403
Canada,CAN,26,0.18615434508840403
Canada,CAN,27,0.18615434508840403
Canada,CAN,28,0.212747822958176
Canada,CAN,29,0.212747822958176
Canada,CAN,30,0.212747822958176
Canada,CAN,31,0.212747822958176
Canada,CAN,32,0.212747822958176
Canada,CAN,33,0.23934130082794802
Canada,CAN,34,0.23934130082794802
Canada,CAN,35,0.26593477869772003
Canada,CAN,36,0.26593477869772003
Canada,CAN,37,0.29252825656749204
Canada,CAN,38,0.29252825656749204
Canada,CAN,39,0.37230869017680807
Canada,CAN,40,0.5052760795256681
Canada,CAN,41,0.5052760795256681
Canada,CAN,42,0.7180239024838441
Canada,CAN,43,0.79780433609316
Canada,CAN,44,0.79780433609316
Canada,CAN,45,1.1967065041397402
Canada,CAN,46,1.3562673713583722
Canada,CAN,47,1.515828238577004
Canada,CAN,48,1.6487956279258642
Canada,CAN,49,2.0476977959724443
Canada,CAN,50,2.4731934418887964
Canada,CAN,51,2.4731934418887964
Canada,CAN,52,3.6698999460285364
Canada,CAN,53,4.680452105079873
Canada,CAN,54,6.488808600224369
Canada,CAN,55,8.08441727241069
Canada,CAN,56,11.275634616783329
Central African Republic,CAF,54,0.2032153133305791
Central African Republic,CAF,55,0.2032153133305791
Central African Republic,CAF,56,0.2032153133305791
Chile,CHL,43,0.05413411694993877
Chile,CHL,44,0.05413411694993877
Chile,CHL,45,0.05413411694993877
Chile,CHL,46,0.27067058474969385
Chile,CHL,47,0.27067058474969385
Chile,CHL,48,0.5413411694993877
Chile,CHL,49,0.703743520349204
Chile,CHL,50,0.9202799881489591
Chile,CHL,51,1.2450846898485917
Chile,CHL,52,1.7864258593479794
Chile,CHL,53,2.327767028847367
Chile,CHL,54,3.302181133946265
Chile,CHL,55,4.060058771245408
Chile,CHL,56,8.444922244190447
China,CHN,0,0.19514958294856402
China,CHN,1,0.2176128442951613
China,CHN,2,0.40293475040458904
China,CHN,3,0.5861507257627733
China,CHN,4,0.9104640614542717
China,CHN,5,1.3934241804061136
China,CHN,6,1.938158268061098
China,CHN,7,3.184869272797248
China,CHN,8,4.20975557173575
China,CHN,9,5.430493430539896
China,CHN,10,6.823215634028929
China,CHN,11,8.298069136816459
China,CHN,12,10.116189352056677
China,CHN,13,12.100678096645131
China,CHN,14,14.37016946956854
China,CHN,15,17.102263630848437
China,CHN,16,19.697472293297505
China,CHN,17,21.909401559020257
China,CHN,18,24.286997377174167
China,CHN,19,26.149342138190498
China,CHN,20,28.244041258760696
China,CHN,21,29.980030174702417
China,CHN,22,31.399427501040535
China,CHN,23,32.67702549012826
China,CHN,24,34.079575370456425
China,CHN,25,35.13675260758066
China,CHN,26,35.92296675471157
China,CHN,27,49.584139538028126
China,CHN,28,50.91298184206278
China,CHN,29,52.14284540078898
China,CHN,30,52.42012628303603
China,CHN,31,53.0476936469066
China,CHN,32,53.6254206496644
China,CHN,33,54.08170564576716
China,CHN,34,54.23614056752501
China,CHN,35,54.599764610573054
China,CHN,36,54.88827712349342
China,CHN,37,55.19644499009205
China,CHN,38,55.428799349645914
China,CHN,39,55.732755354742054
China,CHN,40,56.135690105146644
China,CHN,41,56.28029735006537
China,CHN,42,56.371554349285915
China,CHN,43,56.4543876255015
China,CHN,44,56.5547703246441
China,CHN,45,56.65725895453795
China,CHN,46,56.72886060008023
China,CHN,47,56.76115153826596
China,CHN,48,56.79274049953462
China,CHN,49,56.80678003787624
China,CHN,50,56.82854132230575
China,CHN,51,56.846792722149864
China,CHN,52,56.85381249132068
China,CHN,53,56.87487179883311
China,CHN,54,56.8938251755943
China,CHN,55,56.91418250618966
China,CHN,56,56.941559605955824
Colombia,COL,46,0.019912222145847785
Colombia,COL,47,0.019912222145847785
Colombia,COL,48,0.019912222145847785
Colombia,COL,49,0.05973666643754335
Colombia,COL,50,0.05973666643754335
Colombia,COL,51,0.17920999931263004
Colombia,COL,52,0.17920999931263004
Colombia,COL,53,0.31859555433356457
Colombia,COL,54,0.4778933315003468
Colombia,COL,55,0.4778933315003468
Colombia,COL,56,0.8960499965631503
Congo,COG,54,0.17584220061590491
Congo,COG,55,0.17584220061590491
Congo,COG,56,0.17584220061590491
Costa Rica,CRI,47,0.9912415875804567
Costa Rica,CRI,48,1.784234857644822
Costa Rica,CRI,49,1.784234857644822
Costa Rica,CRI,50,2.577228127709187
Costa Rica,CRI,51,2.577228127709187
Costa Rica,CRI,52,4.3614629853540094
Costa Rica,CRI,53,4.559711302870101
Costa Rica,CRI,54,4.559711302870101
Costa Rica,CRI,55,4.559711302870101
Costa Rica,CRI,56,8.128181018159745
Cote d'Ivoire,CIV,51,0.03820913771528461
Cote d'Ivoire,CIV,52,0.03820913771528461
Cote d'Ivoire,CIV,53,0.03820913771528461
Cote d'Ivoire,CIV,54,0.11462741314585384
Cote d'Ivoire,CIV,55,0.11462741314585384
Cote d'Ivoire,CIV,56,0.22925482629170768
Croatia,HRV,36,0.48591490609572957
Croatia,HRV,37,0.7288723591435944
Croatia,HRV,38,0.7288723591435944
Croatia,HRV,39,1.214787265239324
Croatia,HRV,40,1.7007021713350536
Croatia,HRV,41,1.7007021713350536
Croatia,HRV,42,1.9436596243829183
Croatia,HRV,43,2.186617077430783
Croatia,HRV,44,2.186617077430783
Croatia,HRV,45,2.429574530478648
Croatia,HRV,46,2.672531983526513
Croatia,HRV,47,2.672531983526513
Croatia,HRV,48,2.672531983526513
Croatia,HRV,49,2.9154894365743775
Croatia,HRV,50,3.8873192487658366
Croatia,HRV,51,3.8873192487658366
Croatia,HRV,52,3.8873192487658366
Croatia,HRV,53,6.559851232292349
Croatia,HRV,54,8.989425762770997
Croatia,HRV,55,11.904915199345375
Croatia,HRV,56,13.605617370680429
Cuba,CUB,52,0.26097186618893736
Cuba,CUB,53,0.3479624882519165
Cuba,CUB,54,0.3479624882519165
Cuba,CUB,55,0.3479624882519165
Cuba,CUB,56,0.4349531103148956
Curacao,CUW,54,12.232789993577786
Curacao,CUW,55,12.232789993577786
Curacao,CUW,56,18.349184990366677
Cyprus,CYP,49,1.6565300830004397
Cyprus,CYP,50,1.6565300830004397
Cyprus,CYP,51,4.969590249001319
Cyprus,CYP,52,4.969590249001319
Cyprus,CYP,53,11.595710581003079
Cyprus,CYP,54,17.393565871504617
Cyprus,CYP,55,27.332746369507255
Cyprus,CYP,56,27.332746369507255
Czech Republic,CZE,41,0.2821292558257811
Czech Republic,CZE,42,0.2821292558257811
Czech Republic,CZE,43,0.47021542637630176
Czech Republic,CZE,44,0.47021542637630176
Czech Republic,CZE,45,1.1285170233031243
Czech Republic,CZE,46,1.1285170233031243
Czech Republic,CZE,47,2.445120217156769
Czech Republic,CZE,48,3.0093787288083313
Czech Republic,CZE,49,3.5736372404598935
Czech Republic,CZE,50,5.736628201790881
Czech Republic,CZE,51,8.840050015874473
Czech Republic,CZE,52,10.9089978919302
Czech Republic,CZE,53,14.106462791289053
Czech Republic,CZE,54,20.125220248905716
Czech Republic,CZE,55,28.024839412027585
Czech Republic,CZE,56,36.01850166042471
Democratic Republic of Congo,COD,50,0.011172535102178029
Democratic Republic of Congo,COD,51,0.011172535102178029
Democratic Republic of Congo,COD,52,0.011172535102178029
Democratic Republic of Congo,COD,53,0.022345070204356058
Democratic Republic of Congo,COD,54,0.022345070204356058
Democratic Republic of Congo,COD,55,0.022345070204356058
Democratic Republic of Congo,COD,56,0.03351760530653409
Denmark,DNK,37,0.17250897046646424
Denmark,DNK,38,0.17250897046646424
Denmark,DNK,39,0.3450179409329285
Denmark,DNK,40,0.5175269113993928
Denmark,DNK,41,0.690035881865857
Denmark,DNK,42,0.8625448523323213
Denmark,DNK,43,1.380071763731714
Denmark,DNK,44,1.7250897046646425
Denmark,DNK,45,3.1051614683963566
Denmark,DNK,46,3.9677063207286776
Denmark,DNK,47,5.3477780844603915
Denmark,DNK,48,6.210322936792713
Denmark,DNK,49,15.525807341981782
Denmark,DNK,50,45.19735026221363
Denmark,DNK,51,106.09301683687552
Denmark,DNK,52,116.27104609439691
Denmark,DNK,53,138.17968534363786
Denmark,DNK,54,142.66491857576594
Denmark,DNK,55,154.9130554788849
Denmark,DNK,56,165.60861164780567
Dominican Republic,DOM,41,0.09002230572691301
Dominican Republic,DOM,42,0.09002230572691301
Dominican Republic,DOM,43,0.09002230572691301
Dominican Republic,DOM,44,0.09002230572691301
Dominican Republic,DOM,45,0.09002230572691301
Dominican Republic,DOM,46,0.09002230572691301
Dominican Republic,DOM,47,0.09002230572691301
Dominican Republic,DOM,48,0.09002230572691301
Dominican Republic,DOM,49,0.45011152863456505
Dominican Republic,DOM,50,0.45011152863456505
Dominican Republic,DOM,51,0.45011152863456505
Dominican Republic,DOM,52,0.45011152863456505
Dominican Republic,DOM,53,0.45011152863456505
Dominican Republic,DOM,54,0.45011152863456505
Dominican Republic,DOM,55,0.45011152863456505
Dominican Republic,DOM,56,1.8904684202651731
Ecuador,ECU,40,0.057684624544046305
Ecuador,ECU,41,0.057684624544046305
Ecuador,ECU,42,0.34610774726427784
Ecuador,ECU,43,0.40379237180832417
Ecuador,ECU,44,0.40379237180832417
Ecuador,ECU,45,0.749900119072602
Ecuador,ECU,46,0.8075847436166483
Ecuador,ECU,47,0.8075847436166483
Ecuador,ECU,48,0.8652693681606946
Ecuador,ECU,49,0.8652693681606946
Ecuador,ECU,50,0.8652693681606946
Ecuador,ECU,51,0.9806386172487872
Ecuador,ECU,52,0.9806386172487872
Ecuador,ECU,53,1.326746364513065
Ecuador,ECU,54,1.326746364513065
Ecuador,ECU,55,2.134331108129713
Ecuador,ECU,56,3.3457082235546856
Egypt,EGY,25,0.009714256693637718
Egypt,EGY,26,0.009714256693637718
Egypt,EGY,27,0.009714256693637718
Egypt,EGY,28,0.009714256693637718
Egypt,EGY,29,0.009714256693637718
Egypt,EGY,30,0.009714256693637718
Egypt,EGY,31,0.009714256693637718
Egypt,EGY,32,0.009714256693637718
Egypt,EGY,33,0.009714256693637718
Egypt,EGY,34,0.009714256693637718
Egypt,EGY,35,0.009714256693637718
Egypt,EGY,36,0.009714256693637718
Egypt,EGY,37,0.009714256693637718
Egypt,EGY,38,0.009714256693637718
Egypt,EGY,39,0.009714256693637718
Egypt,EGY,40,0.009714256693637718
Egypt,EGY,41,0.019428513387275435
Egypt,EGY,42,0.019428513387275435
