country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Azerbaijan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/azerbaijan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahamas,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bahamas/flag-button-round-250.png,"","","","","",10000,20000,14500,8500,27000,2000,38000,35000,38000,46000,60000,49000,38000,40000,37000,52000,55000,33000,50000,35000,30000,30000,42000,55000,60000,45000,35000,50000,55000,35000,45000,35000,45000,50000,62500,75000,55000,50000,50000,50000,57500,57500,57500,57500,57500,57500,57500,57500,57718,57448,56823,57091,57360
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,4018280,4488688,4824984,5448808,6330696,7671200,8200000,7710800,7414100,7518800,7719900,5776860,5403684,6443484,6741283,5980663,6503802,6777069,6937494,6676010,6598838,7135963,7358380,7169220,6878040,6640480,6895910,7207345,6707205,7423345,7681940,7445615,7506525,7110740,7445650,7165090,7520540,7378710,6950925,6910000,6742000,6502000,6838395,6483640,6423380,5510930,5769945,4983656,5232649,4490812,4671348,4603003,4434000,4508000,4434070,4207592,3862775,3638731
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,1400117,1458032,1708996,1500000,1760000,1584000,1855300,1391000,1284300,1456000,1233500,1059700,1040000,956100,845400,918500,1045000,895000,1052000,1205000,966000,804300,705000,812800,793500,908200,689000,699000,560000,606000,587000,527900,441000,463700,357200,534900,570872,448700,522000,546000,420000,417847,364555,361237,442400,348300,353500,310700,356700,258800,285410,258600,173085,159607,116105,83369,131194,146831
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,247367,216916,213736,300000,331015,417955,569956,652827,537206,687029,642783,678370,729758,837300,795687,616765,950642,1141130,1005200,1029770,985670,1113080,1150150,1038610,977030,867305,801560,789470,940860,1089205,1113961,1103700,954242,1198892,1025013,1093450,1134040,1159657,1162578,1089128,1011214,1150656,1073247,1149475,929392,1173470,1200050,980114,917728,1122765,843786,1070128,1078015,1214125,1186154,1478401,1670432,1707537
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","",9520,8080,10660,23606,24853,27173,25500,37974,34063,34555,16140,29594,40931,49965,43500,52083,73389,65368,75405,68549,64328,66116,40375,64696,12111,11989,6960,10025,22556,20398,13293,12017,11096,11602
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","",8500,9000,10855,11000,11500,11800,12000,12200,12300,12300,12300,12600,12800,12828,12925,13013,13062,12836,12842,12793,12807,12822,12800,12800,13000,13300,13478,13526,13646,13818,14000,292,324,508,345,392,415
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,552000,533000,815000,1085000,889000,907000,1065800,1271100,1411969,1467734,1101600,1515290,2082550,2049720,2366500,2980045,3167496,3430685,3119970,3080135,3103070,3000630,2747965,2867969,3157856,2919900,2413846,2123300,2248378,3880186,3408106,2954243,3368295,3898760,4263629,3927832,3445583,3502102,3695811,3601748,3859310,4735098,4916541,5496113,5112222,6201125,6402528,7009195,7803800,6403181,6794052,7692399,8363454,7598630,7192512,7374751,8731676,9616440
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,59377392,62534512,63722896,66398976,75852864,75787520,77086528,76610496,75247088,79752944,80380400,85106224,91994032,95623680,91524560,103173456,120081696,129144944,138898880,148650560,155924112,186646608,216036960,222317840,247199472,238443008,268504000,258294000,252290000,262674144,260887893,271474875,244530708,292101835,303699497,317105981,331612687,345254972,333847720,326121011,344292922,364389416,396012158,415205835,422956646,477410656,549707314,645300182,691606147,717463793,734006059,721077287,768090444,736108487,750290277,768594154,758646205,746828157
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,"","","","","","","","","","","","","",67300,178639,211441,300000,315000,360000,350000,320000,350000,330000,320000,340000,350000,340000,340000,380000,380000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,420000,450000,450000,450000,450000,450000,455000,455000,455000,455000,460000,485000,480000,479185,483113,484939,487573,490208
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,"","","","","","","","","",5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6000,6000,6000,6000,7000,7000,7100,44942,76154,87092,132079,150771,146174,120632,132920,159406,175000,190476,175000,117840,124395,126799,120575,123199,125666,116825,115807,117681,121767,131730,203883,220326,239519,206644,213130,218115,215118,178439
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,230000,250000,270000,290000,299000,306000,495000,445000,402000,525000,263000,235000,220000,210000,210000,200000,195000,165000,115000,40000,56000,240000,300000,190000,169000,154000,164000,138000,244000,258000,145000,142000,145378,219000,202490,171305,187542,133053,159859,164176,169302,208819,173105,130363,118164,141704,286811,385238,350155,365555,468738,573771,647020,563176,594656,601617,586483,594252
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,50000,51609,112666,38508,44314,119665,79893,100000,150000,174300,178540,244164,284593,410174,551482,586636,728973,765000,916000,1003632,1296378,1087350,1039120,1650000,1590000,1770000,1600000,1500000,1300000,1450000,1300000,1350000,1350000,1350000,1350000,1350000,1350000,1350000,1350000,1350000,1350000,1400000,1400000,1450000,1450000,1137508,931669,956890,1450000,1450000,1450000,1200000,1200000,1262044,1281387,1290509,1288756,1287002
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,10000,10000,10000,9500,9000,8912,9919,11223,14377,8082,9076,5719,9742,10500,10000,12000,13000,14000,15000,15000,10500,8000,9000,8500,13200,10000,15000,15700,18150,18700,18000,18000,18860,15500,14000,12500,12500,12500,12500,25800,26600,26800,26700,26500,27500,28190,24611,24611,24611,24611,28160,28375,28375,28375,28375,28375,28375,22940
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",44000,50000,60000,40000,28230,71856,72253,74433,78690,78506,90700,91000,90000,90000,90000,90000,90000,90000,93000,95000,95000,95000,96944,100028,98978,99851,102443,106080,105492,106569,107646
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,10000,10000,13000,15000,17000,19000,21000,22000,23600,22500,21000,18000,20000,20000,21000,145000,170000,165000,215000,215000,194497,199058,227328,207717,239004,239023,239500,259922,293940,301142,282601,293713,346935,325302,329873,353787,293524,295289,276966,330000,350000,355000,366000,334000,389000,389000,390000,405000,445000,441681,424618,432280,438025,445872,455352,461966,468519,475073
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,12415994,9829314,14556529,19165654,23118700,20577970,19641930,18888400,17738420,19702958,21302116,23785393,24728774,25578397,24565424,25610645,29053866,29394391,31186369,31977589,38379599,45486381,38624178,46470036,58711259,56483312,52811505,56062396,55645250,63451067,72694722,78868253,68997110,66430371,70279210,72571248,83009189,87204123,78108190,71298530,77965689,92202631,92039100,91044450,87578212,97806457,113731417,124917902,116250972,111501183,115123160,123691417,128735138,126153469,107728911,103788445,104905705,108718971
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,13399200,14558900,12642162,14115308,12720453,13000000,13000000,13300000,13300000,12700000,13500000,15000000,15600000,16800000,20500000,21100000,20500000,22950000,24700000,26100000,23200000,23500000,24200000,23500000,25364400,24850096,24964896,25784000,26491600,27790736,27789968,28930016,30500000,31200000,32000000,35000000,36000000,34000000,33568144,33959252,33527400,37604348,39542944,40674116,39849240,37100000,35200000,32300000,36700000,32538976,34889672,33336953,34876333,38157132,36139166,34759606,34833514,36276860
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,190000,230000,310000,350000,430000,591365,928158,821186,770000,667214,578328,295195,341827,377124,348485,322327,257040,150000,160000,160000,190000,340000,250000,350000,480000,375000,300000,360000,390000,265000,400000,400000,310000,320000,410177,450256,419528,454433,408990,450256,454433,458649,601735,616776,617000,550000,540000,565000,600000,622733,639034,641388,653450,672410,693631,694917,706565,718214
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,1069722,1085835,1258117,1330361,1397153,1664443,1645187,1726711,1792224,2134787,2097983,2301427,2341294,2192581,2323870,2291585,2519421,2578741,2615128,2516456,2521865,2446200,2543489,2935809,2949551,2801814,2674639,2680461,2370000,2630000,2830000,3040000,3180000,3200000,3640000,3350000,3880000,3870000,3700000,3800000,4000000,3800000,4400000,4200000,4000000,4600000,4600000,4200000,4100000,3734732,3418193,4005752,4411088,4344048,4265913,4158370,4142143,4421210
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,"","","","","","","","","","","","","",0,114613,257246,366645,362891,687101,1317770,1652256,1784890,1820360,1261251,1138761,1285405,1346398,1372988,1335183,1362312,1400833,1361030,1274173,1200345,1172179,1236024,1270165,1081134,1453899,1672050,1652806,1544172,1264390,1456321,1456280,1448010,1636330,1660080,1578640,1800467,1940493,1866748,1968917,1964123,2002000,1832000,1817147,1948318
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,55885920,36721104,31418896,37202800,50695296,37800000,51200000,45700000,43800000,82900000,54700000,46800000,50270000,52914000,52389008,53486000,60353008,69653008,77311408,63977408,66678496,73100000,69700000,77400000,67400000,68500000,70801808,73744608,81002896,81800000,79700000,66300000,43700000,43200000,33600000,41300000,38900000,32800000,34000000,36400000,32100000,34700000,22100000,23800000,11600000,11060000,11900000,15700000,14900000,11600000,11900000,14700000,16100000,17800000,19300000,18000000,19900000,19648340
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Czech Rep.,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,480000,570000,545000,425000,470000,470000,550000,554700,600000,623200,635200,699900,771200,816400,813000,814400,817000,652200,700000,885400,911000,938080,964500,1191900,1025300,1037300,1296200,1315800,1351200,1691100,1699200,1707340,1715520,1711090,1706670,1702260,1726160,1731210,1700000,1669000,1560000,1603685,1579350,1550550,1522275,1494516,1694395,1793412,1827140,2078771,1993010,2013167,2014897,2032678,2180824,2247692,2303025,2359258
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","",7,10,12,15,18,20,26,33,35,35,38,42,46,49,52,52,50,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53,53,53,53
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,6400,6400,7315,7315,6500,5500,4980,5080,4670,4300,4000,4000,4000,4000,4000,4000,4000,4100,4400,4600,4600,4800,5000,5000,5000,4900,4800,4700,4400,4500,4400,4400,4500,4600,4600,4600,4600,4300,4400,4400,4400,4400,4400,4400,4400,4400,4800,4800,4800,4800,4800,4800,4800,4802,4836,4872,4894,4917
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,7811195,8086944,7402298,7783595,5544081,6638333,7055664,5687696,8328978,8654779,9973725,9831437,10091983,10130615,9337018,10932150,11091237,11093637,10304000,9055700,9629000,11805000,11520000,10271447,8419497,7695018,8525375,8374964,7855716,6511584,6930457,6915786,7368413,6257749,5442473,6130634,6594179,5096890,4452382,4510706,4830732,5152499,5019224,5539762,4858059,4796548,4964606,4845736,4621275,4577122,4644449,4865576,4771211,5033601,4535333,3980684,5460761,5277574
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,5614095,5474000,6386460,7776300,8086730,9004200,7528250,9528500,7000000,6500000,6000000,5576300,5476998,6647140,7723420,5761315,7518029,6927704,6599436,6615197,6278379,5420875,5620045,5698231,4994801,5397701,5612372,5127071,5663521,5720897,6900000,3591012,4072775,3634709,3960044,4069384,4132810,7000000,5562309,5402376,5653940,5272647,5834828,6118706,6834076,6995613,8360001,9341095,8473141,8347182,8131819,7378922,7158265,8251306,10106105,8661609,9030074,7502251
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,4186000,4808000,5153000,4890000,4739000,5189000,5261000,6073945,6867000,6934000,7486000,7701000,7349000,7018000,7902000,8445759,8378670,8296320,8790516,8618000,8805000,8740000,8396000,9142000,9684000,10832000,8424000,10795000,11212801,11095262,11623574,11707560,12411820,13822040,14104772,13958413,13725525,14352780,15253621,15705800,15571500,16016757,16245460,16230438,16317320,16656330,17014272,16470221,15482170,15708879,15765213,15550000,15780005,16055013,15903336,15557508,15382211,15242687
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,895900,1030000,987700,1018900,1366000,1487500,1560800,1508700,1469000,1587000,1991000,2312000,2440000,2953000,3166000,3177000,3550000,3596000,3321000,2564000,2263000,2372000,3016000,3402000,3455000,3647000,3405000,2736000,2582000,2956500,4038000,4464000,3762983,3564310,3515322,4908510,5169880,5561050,5306627,5140322,4877241,4528167,4531531,5280400,4404850,4878039,4956477,5249939,5736063,5126693,5832008,6487423,7162995,6782795,6578486,7202141,7078586,7046001
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1700000,1200000,1200000,1582180,1489890,1650000,2086340,2176570,2232120,2232228,2400000,2454276,2650000,2750000,2200000,2450000,2450000,2969095,2252491,1907368,1825419,1561235,1517862,1410312,1496470,1474881
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,1166000,1853000,2374401,2356410,2205649,2227536,2197335,2871495,2376923,2885983,2545205,2238358,2495419,2150978,2160122,2283000,2674000,2853000,4063000,3360000,3931000,4075000,2203000,4290000,3043000,4109000,2960358,3185362,4099000,4016000,3380324,3533000,3704000,4064320,4110238,3729000,3384000,2263000,3747000,3598000,3077000,3216000,2817000,2971000,2826000,3192000,2513000,2322000,2089000,1751000,2115000,1546000,1610000,1832000,1687896,1580510,1472340,1383084
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2549823,2617722,2613055,2860410,2273517
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,8500,9000,9000,9500,9500,10000,10000,12000,12000,13000,14000,15000,17000,18000,20000,11670,52150,76120,94030,130000,160000,150000,170000,155000,173892,185951,214921,209775,206771,218745,206797,171108,189703,170592,199336,185027,181969,191371,152050,236475,235000,235000,190000,190000,210000,215000,220000,220000,240000,247277,272754,272714,292191,286320,277515,285197,289823,294448
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,30000,40000,51819,61776,100386,40000,80000,152000,100000,120000,152000,250000,250000,190000,230000,260000,270000,172300,182000,171200,84600,58500,85900,90000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,139900,139500,146700,140000,140000,140000,140000,140000,140000,140000,140000,145000,145000,145000,145000,145000,148000,150000,149000,149658,151844,151845,152499
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,10400,11400,11200,11400,16500,17316,19293,19074,16600,13530,10535,9472,4872,3860,8590,10350,14067,15978,14650,9520,9300,8611,7459,6710,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6600,6600,6600,6700,6750,6750,6800,6800,6800,7200,7200,7200,7200,7200,7200,7200,7200,7221,7279,7274,7288,7303
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,1533000,1973400,2020300,2156800,2115900,2532300,2683400,2290600,2658600,2632500,2785453,3272661,4008627,4422759,5093000,6845000,6600000,5360000,4830000,5700000,6300000,7420000,6500000,6560000,6580000,7000000,6870584,7567229,7615300,9603100,10798800,11307600,11741100,11862420,15443780,15582930,17687010,18189380,17012800,16552400,16934900,17489900,17400000,20000000,18007620,17631588,20312464,20311940,21525684,22313828,20586052,24289900,26913622,33239196,33869277,33533403,25951271,35568207
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","",145000,145000,165000,220000,220000,220000,220000,220000,220000,200000,200000,175000,175000,220000,225000,225000,200000,220000,220000,220000,230000,240000,240000,270000,270000,270000,270000,280000,280000,280000,281000,283000,283000,283000,283000,283000,295000,300000,299696,306945,306983,309272,311561
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,3500,3750,4000,4250,4500,4500,4750,4750,4500,4500,4500,4200,6700,4600,5000,5000,5200,5300,5300,5300,5300,5300,5300,5300,5300,5400,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,6000,6000,6300,6300,6350,6350,6422,6631,6735,6829,6923
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,3618829,3670000,3468923,3038191,3459687,3388798,3830614,3557703,4178422,3754447,4310606,3622903,3303727,4094519,3631668,4039353,3290885,4285700,3934150,3830510,4192220,3906700,3481130,3213380,3270290,3364825,3150000,2970000,2541000,2700000,2935000,3081000,3056000,3148895,3209253,3221892,3073524,2966000,3244600,2709700,3141000,3708000,3382500,3744200,3005800,2975000,3099200,2766500,2766000,2762260,3195743,2709370,2460171,2837000,2815616,2366995,1859037,1214495
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,2850000,2836000,2872000,2810000,2738000,2681200,2650000,2636200,2608300,2705000,2792400,2807700,2860000,2860000,2802000,2779000,2801000,2844000,2860000,3000000,3000000,3000000,2800000,2500000,2300000,2000000,1800000,1700000,1600000,1500000,1500000,1429280,1400000,1300000,1200000,1200000,1100000,1000100,1000000,800000,1008100,595000,600000,1050000,1050000,1075000,1100000,1110000,1110000,1220126,1291817,1418191,1488533,1497477,1440313,1461640,1479633,1502415
