country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30
Azerbaijan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/azerbaijan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahamas,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bahamas/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,"","","","",3.135,"",3.773,"",4.602,4.91,5.178,5.314,"","","",7.129,7.965,"","",11.224,"","",14.792,"","",17.356,"","",18.744,19.156,"","","",22.33,23.07,26.085,28.023,29.459,31.032,32.379,33.898,35.676,37.596,39.567,41.616,43.061,45.219,46.787,48.524,50.971,53.072,55.466,57.474,58.787,61.922,64.885,67.061,69.228,71.525,74.581,76.22
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,"","","",0.001,0.001,"",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.006,0.007,0.007,0.008,0.01,0.011,0.012,0.013,0.015,0.018,0.022,0.027,0.033,0.039,0.047,0.05,0.059,0.068,0.08,0.09,0.103,0.117,0.129,0.145,0.162,0.18,0.198,0.219,0.242,0.261,0.282,0.305,0.332,0.363,0.393
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","",0.529,"","","","","","","","",1.111,"","","",1.693,"","","",2.011,"","","","","","","","","",3.175,3.281,3.386,"","","","",4.233,"",4.868,5.186,"","",6.773,7.196,7.606,8.064,"",9.187,9.811,10.396,10.854,11.487,12.165,12.968,13.845,14.741,15.612,16.276,17.041,"",""
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,0.005,0.028,0.07,0.126,0.187,0.276,0.312,0.348,0.393,0.454,0.536,0.651,0.844,1.003,1.099,1.23,1.391,1.582,1.815,2.031,2.189,2.285,2.504,2.773,3.069,3.352,3.685,3.949,4.112,4.385,4.811,5.189,5.579,5.994,6.339,6.548,6.897,7.36,7.836,8.319,8.846,9.389,9.894,10.359,10.872,11.544,12.208,12.933,13.642,14.148,14.929,15.607,16.728,17.972,19.357,20.631,21.675,22.956,24.416,26.127,27.992
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","",0.012,0.015,0.023,0.024,0.029,0.038,0.044,0.048,0.049,0.06,0.067,0.072,0.084,0.096,0.097,0.123,0.124,0.126,0.13,0.171,0.187,0.202,0.217,0.231,0.25,0.277,0.293,0.306,0.308,0.354,0.368,0.379,0.412,0.428,0.454,0.459,0.496,0.513,0.524,0.549,0.561
Bosnia & Herzegovina,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.663,"","","","","","","",3.802,"","",3.886,"","","","","","",6.506,""
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","",1.43,1.456,2.035,2.355,2.618,2.839,3.314,3.766,4.282,4.521,4.881,5.576,6.389,"",6.808,7.105,7.818,8.266,8.872,8.924,9.181,9.519,9.898,10.156,10.639,10.721,11.364,11.942,12.25,12.905,13.327,13.677,14.203,14.72,14.995,15.271,16.43,17.047,17.74,18.326,19.009,19.629,20.095,20.886
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.99,2.13,2.309,2.543,2.718,2.87,2.988,3.159,3.576,3.808,3.995,4.304,4.448,4.593,4.806,5.149,5.434,5.696,5.945,6.216,6.401,6.734,7.07,7.442,7.806,8.159,8.434,8.692,9.03,9.443
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,"","","","",0.012,0.015,0.016,0.016,0.017,0.018,0.022,0.027,0.034,0.046,0.062,0.071,0.077,0.092,0.105,0.113,0.119,0.136,0.143,0.158,0.173,0.181,0.186,0.213,0.242,0.272,0.351,0.398,0.421,0.447,0.471,0.502,0.55,0.604,0.665,0.692,0.744,0.798,0.821,0.846,0.891,0.954,1.022,1.091,1.158,1.232,1.279,1.343,1.403,1.471,1.533,1.593,1.712,1.786,1.869,1.968,2.057
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,"","","","","","","","","","",0.013,0.031,0.048,0.073,0.081,0.115,0.137,0.167,0.19,0.213,0.242,0.287,0.318,0.35,0.356,0.489,0.584,0.615,0.659,0.711,0.741,0.814,0.84,0.861,0.899,0.987,1.039,1.07,1.171,1.222,1.252,1.283,1.313,1.334,1.349,1.387,1.429,1.463,1.507,1.517,1.536,1.588,1.648,1.697,1.717,1.734,1.742,1.753,1.765,1.811,1.833
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,"","",0.06,0.062,0.066,0.074,0.077,0.08,0.084,0.089,"",0.118,0.135,0.158,0.181,0.214,0.27,0.288,0.308,"","","","",0.769,0.881,1.025,1.164,1.27,1.437,1.56,1.709,1.871,2.034,2.253,2.395,2.642,2.793,3.002,3.197,3.332,3.559,3.822,3.99,4.333,4.472,4.691,4.91,5.104,5.273,5.891,6.482,"",6.726,7.028,7.36,7.53,7.703,7.994,8.179,8.398,8.993
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","",0.046,0.055,0.065,0.079,0.092,0.121,0.147,0.177,0.205,0.244,0.295,0.366,0.459,0.565,0.633,0.726,0.831,0.947,1.061,1.162,1.329,1.513,1.657,1.806,1.928,2.059,2.226,2.382,2.525,2.685,2.85,3.023,3.19,3.354,3.516,3.677,3.841,4.003,4.18,4.362
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Czech Republic,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,0.02,0.024,0.032,0.038,0.045,0.055,0.073,0.087,0.111,0.127,0.17,0.22,0.289,0.38,0.473,0.588,0.716,0.878,1.085,1.28,1.455,1.623,1.832,2.11,2.493,2.907,3.397,3.801,4.062,4.558,5.137,5.695,6.283,6.926,7.499,7.939,8.521,9.215,9.977,10.725,11.232,11.684,11.986,12.283,12.856,13.634,14.409,15.177,15.697,16.073,16.679,17.454,18.277,19.015,19.681,20.096,20.412,21.134,21.95,22.634,23.312
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,"","","","","","","","","","","","","","","","",1.317,"",1.527,2.013,2.132,2.217,2.375,"",2.567,2.759,2.982,3.247,3.487,3.691,4.103,4.623,5.166,5.937,6.893,7.55,8.1,8.899,9.933,10.74,11.176,11.7,12.107,12.448,12.762,13.417,14.223,15.024,15.786,16.277,16.616,17.358,18.726,20.134,21.638,23.607,25.364,26.9,"",31.087,33.349
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,"","","","","","","","","","","","","","","","","",0.027,0.038,0.054,0.067,0.094,0.117,0.131,0.147,0.177,0.202,0.223,0.234,0.239,0.274,0.317,0.357,0.377,0.387,0.411,0.43,0.451,0.491,0.546,0.774,0.805,0.827,0.84,0.856,0.885,0.915,0.937,0.993,1.045,1.126,1.161,1.225,1.325,"","","",1.765,1.84,1.909,1.947
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.037,"",1.2,1.285,1.429,1.571,1.721,1.882,2.059,2.216,2.372,2.531,"",2.686,3.1,3.294,"",3.709,""
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,0.047,0.063,0.085,0.112,0.139,0.192,0.214,0.229,0.277,0.32,0.369,0.468,0.606,0.729,1.102,1.332,1.476,1.882,2.147,2.442,2.923,3.043,3.416,4.474,5.263,6.122,7.067,7.847,8.488,9.357,10.848,11.882,13.771,14.926,15.82,16.468,17.733,18.693,19.903,21.008,22.192,22.866,23.175,24.311,25.597,27.144,28.329,29.849,30.393,30.845,31.815,32.886,34.05,34.879,35.671,36.126,36.479,37.315,38.574,39.75,40.526
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","",0.001,"","","","",0.003,"","",0.005,"",0.006,"","","",0.009,0.009,"",0.011,"",0.016,0.017,0.02,0.022,0.024,"","",0.034,0.036,0.04,0.043,0.047,"","","","",0.076,"",0.093,0.102,0.11,"",0.127,0.136,0.143,0.155
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,0.072,"",0.081,0.096,0.111,0.13,0.133,0.136,0.158,0.181,0.21,0.273,0.347,0.453,0.569,0.716,0.917,1.101,1.241,1.469,1.757,1.947,2.185,2.47,2.804,3.136,3.497,3.715,3.82,4.016,4.211,4.494,4.898,5.199,5.778,6.071,6.419,6.794,7.383,7.817,8.399,8.634,8.919,9.082,9.291,9.701,10.32,10.803,11.444,11.86,12.174,12.799,13.532,14.166,14.904,15.432,15.869,16.288,16.886,17.59,18.24
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,0.038,0.044,0.055,0.074,0.093,0.118,0.145,0.17,0.194,0.23,"","","","",0.563,"","","","","","","","",1.648,"","","","","","",3.436,"","","","","","",5.114,"","","","","","",7.103,"","","","","","",9.118,"","","","","","",11.101,"",""
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,"","","","","","","",1.489,"","","","","","",3.01,"","","","","","",7.171,"","","","","","",11.486,"","","","","","",16.359,"","","","","","",20.886,"","","","","","",24.825,"","","","","","",30.4,"","","",""
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.081,"","","","","","","","","","","","",0.88,1.221,"",1.43,1.632,"","","",1.96,2.207,2.838,"","","","",3.238,"",3.414,3.653,"",""
Gibraltar,Europe,https://image.flaticon.com/icons/svg/197/197451.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,"","",0.055,"","","","","","","","",0.209,0.259,0.326,0.384,0.414,"",0.576,"","",0.768,"","","",0.959,"",1.293,1.378,1.454,1.531,1.605,1.665,1.808,2.153,"",2.442,2.513,2.742,3.121,3.227,3.399,3.583,4.055,4.165,4.682,4.871,"","",5.113,"",5.214,5.341,5.463,5.684,5.891,6.053,6.199,6.341,6.7,6.92,7.212
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Hong Kong,Asia & the Pacific,https://pakhockey.org/wp-content/uploads/2017/10/1e54cad04d668d5ef5c9356a15cbd328.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12.81,"","","","","","","","","","","","","","","","","","","","","","","","","","",20.674,"","",""
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,"","","",0.024,"",0.028,0.033,0.037,"",0.055,0.063,0.076,0.089,0.105,0.128,0.152,0.164,0.187,0.24,0.311,0.36,0.46,0.571,0.633,0.706,0.829,0.96,1.067,1.258,1.377,1.464,1.574,1.698,1.839,2.011,2.2,2.307,2.458,2.665,2.88,3.1,3.308,3.471,3.604,3.708,3.864,3.984,4.305,4.544,4.798,4.975,5.181,5.455,5.734,6.03,6.294,6.574,6.793,6.953,7.277,7.552
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,0.264,0.404,0.536,0.774,0.955,1.122,1.292,1.401,1.688,2.183,2.62,3.361,4.407,5.354,8.504,13.506,17.609,22.966,26.807,28.504,29.53,30.066,31.411,34.245,36.847,39.771,42.766,45.254,48.185,52.346,57.07,61.213,64.92,69.155,74.295,81.579,84.838,90.567,95.478,99.88,101.374,103.185,103.874,106.368,109.436,111.833,115.736,120.293,125.19,126.306,128.322,130.189,132.021,132.586,134.593,135.71,135.783,137.799,139.288,141.749,143.865
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,"","","","","","","","","","","","",0.005,"","","","",0.01,0.01,0.01,0.011,0.012,0.015,0.015,0.018,"",0.02,"","","","","",0.035,0.05,0.058,0.065,0.073,0.083,0.093,0.105,0.117,0.13,0.142,0.158,0.177,0.199,0.22,0.243,0.27,0.291,"",0.335,"",0.363,0.393,0.42,0.453,0.482,0.519,0.559,0.602
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.004,0.005,"",0.006,0.007,"",0.009,0.009,0.01,"","",0.016,0.021,0.023,0.024,0.024,0.025,0.026,0.028,0.029,"",0.042,0.049,0.053,0.062,0.071,0.072,0.099,0.1,0.116,0.121,0.128,0.136,0.144,0.154,0.16,0.169,0.173,0.178,0.185,0.192,0.208,0.217,0.229,0.248,0.265
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.26,"","",2.631,2.755,2.888,2.997,3.136,"",3.421,3.562,3.695,3.808,3.931,4.068,4.203,4.354,"",4.637,4.761,4.882,5.016,5.147,"",5.398,5.516
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,"","","","","","","","",0.361,"","","","","","","",1.344,"","","","","",3.644,"","","","","","","",6.119,"","","","","","",8.604,"","","","","","",18.358,"","","","","","",22.598,"","","","","","",30.996,"",""
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,0.163,0.183,0.209,0.223,0.244,0.278,0.323,0.378,0.446,0.506,0.565,0.648,0.739,0.813,0.945,1.093,1.34,1.647,1.936,2.241,2.469,2.857,3.304,3.889,4.495,5.136,5.716,6.289,7.038,7.695,8.602,9.551,10.6,11.744,12.512,13.584,14.422,15.183,15.827,16.466,17.246,17.974,19.076,20.28,21.744,22.835,24.312,25.558,26.784,27.968,29.51,30.829,32.204,33.806,35.169,37.561,38.53,39.787,40.998,42.281,43.196
