country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,760,770,780,790,800,800,810,820,830,840,850,860,868,746,771,750,890,961,1008,936,983,1032,932,975,861,851,843,898,845,887,862,837,840,853,844,900,917,915,914,880,860,840,820,798,777,756,735,713,692,670,648,600,603,600,565,543,522,502
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","",46000,50000,55000,55000,60000,63000,65000,70000,75000,75000,81208,81052,81029,81153,71190,79973,80082,80059,81190,97522,104326,103419,104140,141299,137992,138155,137679,134649,142410,150593,154482,160098,152206,154475,155419,160776,177023,180409,177396
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","","",100,200,400,600,800,1000,1200,1300,1400,2000,2600,3200,3800,4400,5000,4976,4957,5032,5107,5183,5260,5338,5416,5494,5573,5651,5730,5809,5887,5965,6000,6124,6204,6284,6363,6500,6516,6591,6677,6732,6803,6876
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,9000,9263,8123,11486,12247,8450,9072,9525,9979,8391,10262,10432,10774,9979,10886,10206,11793,10700,10342,10660,10886,10886,10886,10700,11400,13200,11000,7400,5400,6400,6400,7200,7600,7600,4130,2329,1613,2587,3500,8008,4860,5000,4966,4185,3760,5000,6000,5173,6500,7164,3005,1306,2581,4300,9711,2039,8064,21734
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,20000,20000,20500,21000,21500,22400,22900,23500,24300,24800,25000,25500,26100,26700,27400,27600,25000,27000,28000,29000,30000,30000,31000,31500,32000,32000,32000,31000,30000,31121,29000,26000,25760,25500,25000,24700,24445,24267,25000,25000,20000,24750,23000,26000,30000,30000,37000,40259,42308,44832,47220,48450,57800,60051,60751,59534,60112,60132
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,11190,12029,12222,13119,15231,17862,18748,16737,17380,18266,19300,25088,27000,27000,28000,30000,32000,34000,36400,36400,41600,45300,46000,48000,50000,53000,56000,59000,62980,36100,42933,90569,85474,85500,85000,85000,85000,106000,126172,120000,142000,240325,255201,270118,284994,290000,236709,239786,244841,224146,271736,276036,283202,134234,216645,297804,263209,261572
Hong Kong,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197570.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,752000,670000,670000,691000,780000,900000,1000000,1213000,1100000,1200000,1250000,1300000,1200000,1300000,1150000,1400000,1138000,1070000,1130000,1171000,1209000,1258000,1358000,1347000,1350000,1346000,1500000,1400000,1920000,2010000,1890000,1330000,1895000,1883200,1595200,2041300,2564000,2354200,2446800,2674700,2574700,2870500,1921900,3263200,3314000,3437400,4266900,4860300,5201350,5966400,4571000,4360400,6426200,7317610,7710000,7581000,7647000,8367000
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,80000,80000,100000,100000,100000,100000,100000,100000,100000,107000,129000,148000,171000,166000,167400,152000,210210,220000,187967,311014,465729,355000,493047,539000,485236,619000,559000,444967,268578,253661,353011,395732,260341,393427,1004631,730860,696422,490937,449531,644052,691433,968132,1529824,2071084,2214019,2565543,2625884,2467632,2131768,2028904,1818949,1611784,1654745,1926560,1856174,2138474,2295325,2510442
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,51000,55000,58000,62000,66000,94000,122000,152400,164000,178000,194000,211000,230000,251000,274000,300000,325000,353000,348000,360000,405000,450705,435377,534149,739178,931330,981889,1174910,1288155,1333804,1285486,1819414,1439531,1583958,1555920,1669529,1705603,1749185,1866225,1843042,1878548,1973332,2018616,2129472,2253209,1851738,2054658,2015587,2016075,2176258,2293258,2456131,2547166,1530362,1530362,1561134,1755632,1889252
