country,category,url,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.002972217316,0.01717674637,0.013583510670000002,0.03125306221,0.03267686441,0.028019122150000002,0.03237452868,0.035552581689999994,0.03536566957,0.035186822820000005,"",""
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,26.01224002,24.3306015,24.686530180000002,25.33431638,23.92704376,22.60659278,24.19031211,24.063628,23.68889316,23.42684361,23.76074867,22.845496009999998,22.54529306,22.19546077,16.12104595,13.611565370000001,18.10239259,14.390120860000001,13.50839013,18.049311170000003,22.08368624,21.59162139,20.86629398,22.36460675,22.57997796,22.11722601,23.95954236,25.96505748,25.78174419,24.984619780000003,25.28662063,24.7891048,19.495198990000002,22.89637728,23.79230922,23.822827399999998,24.96472676,26.649909070000003,26.317066030000003,26.49051547,22.79420034,24.051785980000002,22.63066239,21.45319956,12.155074769999999,14.1432133,20.34479413,21.54131743,23.22452648,24.08693591,23.56168951,25.44545184,25.93162661,25.505231820000002,24.66701189,25.07794077,24.540988430000002,24.00896905,22.26566718,18.60768269,18.257364000000003,17.39157261,17.01386708,17.079338210000003,16.893371650000002,15.606434160000001,13.737349340000002,12.84752053,11.529875270000002,10.24276809,8.786765744,8.445479955000001,8.069318162,6.775620888000001,6.1987111200000005,5.701345076,5.504563412,5.363274827000001,4.990336234000001,4.629944371,4.060688181,7.063889552,7.120630698,6.268163468,6.609442775000001,6.553066645,5.67706358,4.219019069,2.195774798,2.2373333520000003,1.232755162,1.048965847,0.5936383691,0.4796253665,0.3299368013,0.3162775151,0.2571918395,0.23780231610000002,0.2002322929,0.2631973539,0.282805111,0.16381477419999999,0.1175544709,0.08772182493,0.12236517820000001,"","","","","","","","","","","",""
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.000626782869,0.001098063657,0.001189834126,0.0023215162710000002,0.004521535308,0.005489203259,0.008495809107,0.01875512802,0.01983023858,0.019344670600000002,0.01909180874,0.0190916666,0.5403593453,0.4767722441,0.6718295963,0.9754077615,0.8814623403,0.6957482478,0.6282845256,0.6109472416999999,0.5940353217000001,0.9774721676000001,0.9950055706,0.7247567858,0.3152732312,0.8847640728,0.9928105657999999,1.043877113,1.2022886410000002,0.4628921504,0.822164375,0.8095875127000001,0.7961896749999999,0.7888182744,0.7822177274,"",""
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.252703832,7.416803377,0.8268854148000001,0.9560820826,1.662044896,5.422517752,6.880620855999999,6.729384624000001,8.803021993,8.793954960999999,9.622227609,10.35496064,10.261869220000001,10.434081710000001,11.40959276,11.19665114,12.9279041,13.247001500000001,12.53442701,13.50685506,14.87997871,14.49329335,14.03382045,"",""
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16949117390000001,0.2658803309,0.6999067689,2.125748545,2.683467041,2.755838036,2.9974662330000004,2.389319478,2.359517029,2.4810516870000003,2.2871497840000004,2.2009491039999998,2.369810159,2.624524856,2.9548349600000003,3.035450517,3.191266169,3.715560898,3.5674775450000005,3.992399457,3.839201854,3.787513327,4.228484556000001,3.403043901,3.231986685,3.786915747,3.7873042580000003,3.7327839490000003,3.6102224809999997,3.6475094250000004,3.107375624,3.400092838,3.6158045480000003,3.478174525,2.9465005900000003,3.185167576,2.5393882629999998,3.340587333,2.6169826,2.41289048,2.381419091,2.350207723,"",""
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,"","","","","","","","","",0.004313936655,"","",0.002700431026,0.003966414962,0.002589445222,0.006339019373,0.018622331710000002,0.036470300950000006,0.06904684641,0.06527968686,0.0700883841,0.06710670986,0.06641709214,0.07067025912,0.07767036668999999,0.08085495701,0.07195630950000001,0.06773908975000001,0.06307987011,0.07094369013,0.07175578068,0.0902218919,0.09682438372999999,0.1132959838,0.1256289998,0.1414627508,0.10924822260000001,0.12339032700000001,0.14325603190000002,0.1625855051,0.2033004582,0.20939296999999998,0.2578429137,0.2948475515,0.2644410212,0.2806325068,0.250846748,0.25819523429999996,0.2554774368,0.26236064090000005,0.22707305149999998,0.22080911920000001,0.2139766682,0.21451271689999998,0.2115133616,0.2267796636,0.2170706258,0.19576811530000002,0.2055958357,0.2078124033,0.2018807541,0.2011074971,0.2049142185,0.22437641400000002,0.23046473209999999,0.23504984680000002,0.2671994245,0.3078117206,0.3335543116,0.3451479582,0.33944167700000005,0.3627228536,0.3659719561,0.33945641990000003,0.3270213022,0.3667930108,0.4470892124,0.5568025995000001,0.6396143252000001,0.7371173885,0.1943923457,0.2073506526,0.225137452,0.2312541742,0.2542272313,0.2483551963,0.2320828741,0.2049319632,0.2171142107,0.1852449907,0.11544506110000001,0.12770874499999998,0.10796821640000001,0.106332501,0.1140640765,0.10703625990000001,0.09678795943,0.1104123815,0.1053464329,0.10690433860000001,0.1318717047,0.1089968666,0.0963364171,0.0872983918,0.1012701618,0.113718123,0.1052296954,0.1068350442,0.12069189660000001,0.10192533020000001,0.09422478492000001,0.09411498786,0.10171106220000001,0.1126198472,1.232746e-06,0.19572651010000003,0.19466473099999998
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,0.1251678763,"","","","","","","","","",0.2161327456,"","",0.3139114439,"","","","","","",0.6380219897,0.7772536012000001,0.8373378768999999,0.8641751250999999,0.9626182527,0.9320644098,0.9061411132,0.9168804850000001,1.04032361,1.184207659,1.1238281179999998,1.0726227590000001,1.2232556700000001,1.073645535,1.106581047,1.111693853,1.120032473,1.232272963,1.3853590930000002,1.515205791,1.819695488,1.9452322610000001,2.337336311,2.515149337,1.856408153,2.164248869,2.0968890200000003,2.469728648,2.508524149,3.0572595160000002,3.415942098,3.6771144909999998,4.2223603469999995,4.716771039,5.00542092,5.568442956,5.971941888000001,6.496137426000001,6.883102251,8.258225971,9.145497505,9.28805782,10.33905366,10.86275015,12.45890893,12.670204700000001,12.69547646,13.7657799,15.3352722,15.313783130000001,15.338519940000001,13.02907303,13.07971427,12.8153159,11.51644398,13.124467919999999,11.95926468,11.774637080000002,12.02381753,13.10505049,6.795507628,6.550911693,7.179336892,7.201214619000001,7.453159897,6.843558797,7.7825946759999995,8.136060050000001,7.5726014720000006,7.637389687,7.078480764,5.689322933000001,5.719238215000001,5.507648314,5.547163001,6.0820561930000006,6.549986604,6.6323290120000005,6.777105581,5.82013574,6.126667247,6.2185774170000006,6.119757103,6.436553792,6.276405508,5.879941819,6.172296848,6.895000046,7.032600221,6.688920057000001,7.275322491,9.283570019,8.136385058,2.7268930190000003,3.359773655,9.449913258,8.347272126
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0043793401689999996,0.006063142085,0.00768312981,0.0008381205350000001,0.000820237078,0.001601671331,0.0023429176909999998,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0005249104409999999,0.000508797199,0.000493196229,0.000478195206,0.000463883906,0.000450299943,0.000437399928,0.00042512622600000003,0.000413465883,0.00040240265600000004,0.000391899885,0.000381927435,0.00048092760800000004,0.000469068073,0.00045746896799999997,0.00044601765300000004,"","","","","","","","","","","","","","","",""
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,7.8187614839999995,8.652753698000001,9.760554786,10.1128783,10.17149643,10.405323000000001,11.47800664,11.76841052,11.79984967,11.08982794,13.263668879999999,11.28533776,14.09950107,14.11922301,12.445379090000001,11.961535340000001,13.021239240000002,12.53361894,14.921528120000001,13.55474942,16.09215099,13.93119531,13.91280336,15.276578740000001,12.40705181,11.84561421,14.17277584,14.7085421,14.52656711,14.250423660000001,11.94176313,8.761070118,8.397289231,8.42973941,9.614678676,9.579461647,10.40842754,10.72480929,9.615929707,10.38593749,11.517547780000001,11.88732154,12.124079420000001,11.49783916,10.74619144,10.37753475,10.88620214,9.625284366,10.873833130000001,11.10071539,11.004758299999999,10.436602820000001,9.603573726,8.49289982,7.811182393,7.6014661310000005,7.449645684,6.458211178,5.641323659,4.977244544,4.980295819,4.705884457,4.5766014329999996,4.49389131,4.743325106,4.7865743300000005,4.579397398,4.468101757,4.392577887000001,4.159938572,6.5071107800000005,6.9158409800000005,7.561427935,8.201284721,8.328870147,9.642731208999999,9.817445517,10.96458864,11.36372705,12.14445336,9.755399932000001,10.51420405,11.11277739,11.49601123,14.57217695,15.37444938,14.32766993,15.02293415,17.02476104,16.91894662,16.30220696,16.852576420000002,15.18511837,15.8442033,16.72549734,17.20118925,17.23306809,18.53819344,17.459280210000003,16.65308264,15.737341570000002,13.900610570000001,12.96255252,11.99247696,12.582571739999999,12.36742942,12.41468157,12.93540724,12.520410420000001,11.387523880000002,12.24040812,12.00363025,11.78157775,12.11954298,12.02017243,10.348696610000001,10.06650878
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,0.8816477929000001,1.60850749,1.9872195019999999,2.165966164,1.947015884,2.032434564,2.361322508,2.084603185,2.326116904,2.199896547,2.5989130510000003,2.84280671,3.1329421490000002,3.001968863,2.514762922,2.680692127,3.2062836470000002,3.439663612,3.350813009,3.241190757,2.292143477,2.7155416409999997,2.214679252,2.416913987,3.153941124,2.938057584,2.973842088,2.914694752,2.66760147,2.880777964,2.713463126,2.038183456,1.978848824,2.760018634,3.1913130620000003,3.297509239,3.198504973,3.281946538,3.36544782,2.991298895,3.0765691470000003,3.210127889,3.2898569309999997,3.3997825010000002,3.3571244929999997,3.0056945489999998,2.790008468,2.880052247,3.107905505,2.879139964,3.072326102,2.67531002,2.899533,2.717088983,2.593753562,2.557614037,2.286479195,2.0580980589999998,1.918382232,1.810272581,1.4656558960000001,1.7051580819999999,1.764699287,1.601049908,1.6447743330000002,1.5661738390000002,1.5382423470000002,1.355875892,1.437424223,1.4930787150000002,1.298780234,1.283830445,1.110261009,1.069539403,1.121421997,1.091757173,0.9764329244000001,0.9609015709000001,0.8135352434,0.6769208009000001,0.7219281484000001,0.660728571,0.5892460007,0.6116481672999999,0.7278035976,0.8440535799000001,0.8796018268000001,0.905981998,1.094862222,1.089498896,1.200369866,1.194709186,0.8661107504000001,0.7107560688,0.6108265326,0.5200936444,0.4960755554,0.534370435,0.47540636030000005,0.2419551668,0.1802083954,0.2803988609,0.2084551009,0.27421088930000004,0.1097122182,0.2534031721,0.3106361487,0.1108275935,0.3010973486,0.284245835,0.2739796189,0.2867710697,0.3115538083,1.2586883660000001,1.856891568,"",""
